Date,Team,VegasLine
20160112,Cavaliers,198.5
20160112,Pacers,206
20160112,Suns,206
20160112,Pistons,196
20160112,Spurs,196
20160112,Timberwolves,209
20160112,Thunder,209
20160113,Celtics,203
20160113,Pacers,203
20160113,Clippers,197.5
20160113,Heat,197.5
20160113,Hornets,205.5
20160113,Hawks,205.5
20160113,Kings,215
20160113,Pelicans,215
20160113,Nets,192
20160113,Knicks,192
20160113,Nuggets,214.5
20160113,Warriors,214.5
20160113,Rockets,206.5
20160113,Timberwolves,206.5
20160113,Thunder,207
20160113,Mavericks,207
20160113,Trailblazers,191.5
20160113,Jazz,191.5
20160113,Wizards,207
20160113,Bucks,207
20160114,Grizzlies,192
20160114,Pistons,192
20160114,Jazz,201
20160114,Kings,201
20160114,Magic,193.5
20160114,Raptors,193.5
20160114,Seventysixers,204
20160114,Bulls,204
20160114,Spurs,196
20160114,Cavaliers,196
20160114,Warriors,216.5
20160114,Lakers,216.5
20160115,Bucks,208.5
20160115,Hawks,208.5
20160115,Bulls,202
20160115,Mavericks,202
20160115,Celtics,209.5
20160115,Suns,209.5
20160115,Nets,204.5
20160115,Trailblazers,204.5
20160115,Nuggets,193
20160115,Heat,193
20160115,Pacers,208
20160115,Wizards,208
20160115,Pelicans,202
20160115,Hornets,202
20160115,Rockets,203
20160115,Cavaliers,203
20160115,Thunder,209
20160115,Timberwolves,209
20160116,Clippers,216
20160116,Kings,216
20160116,Grizzlies,190
20160116,Knicks,190
20160116,Hawks,205
20160116,Nets,205
20160116,Hornets,198
20160116,Bucks,198
20160116,Jazz,191
20160116,Lakers,191
20160116,Pistons,215
20160116,Warriors,215
20160116,Seventysixers,207
20160116,Trailblazers,207
20160116,Wizards,210.5
20160116,Celtics,210.5
20160117,Lakers,207
20160117,Rockets,207
20160117,Nuggets,201.5
20160117,Pacers,201.5
20160117,Spurs,195.5
20160117,Mavericks,195.5
20160117,Thunder,200
20160117,Heat,200
20160117,Timberwolves,205.5
20160117,Suns,205.5
20160118,Cavaliers,209.5
20160118,Warriors,209.5
20160118,Clippers,209.5
20160118,Rockets,209.5
20160118,Grizzlies,194.5
20160118,Pelicans,194.5
20160118,Hawks,201
20160118,Magic,201
20160118,Hornets,186.5
20160118,Jazz,186.5
20160118,Knicks,202
20160118,Seventysixers,202
20160118,Mavericks,204
20160118,Celtics,204
20160118,Pistons,202
20160118,Bulls,202
20160118,Raptors,197.5
20160118,Nets,197.5
20160118,Wizards,210.5
20160118,Trailblazers,210.5
20160119,Heat,195
20160119,Bucks,195
20160119,Nuggets,213.5
20160119,Thunder,213.5
20160119,Pelicans,204
20160119,Timberwolves,204
20160119,Suns,207.5
20160119,Pacers,207.5
20160120,Bulls,216.5
20160120,Warriors,216.5
20160120,Knicks,188
20160120,Jazz,188
20160120,Lakers,215
20160120,Kings,215
20160120,Magic,196
20160120,Seventysixers,196
20160120,Mavericks,199
20160120,Timberwolves,199
20160120,Nets,197.5
20160120,Cavaliers,197.5
20160120,Raptors,202
20160120,Celtics,202
20160120,Rockets,209
20160120,Pistons,209
20160120,Thunder,206
20160120,Hornets,206
20160120,Trailblazers,209.5
20160120,Hawks,209.5
20160120,Wizards,195
20160120,Heat,195
20160121,Cavaliers,202.5
20160121,Clippers,202.5
20160121,Kings,215.5
20160121,Hawks,215.5
20160121,Nuggets,195
20160121,Grizzlies,195
20160121,Pelicans,206
20160121,Pistons,206
20160121,Suns,201.5
20160121,Spurs,201.5
20160122,Celtics,209
20160122,Bulls,209
20160122,Knicks,205
20160122,Clippers,205
20160122,Lakers,200
20160122,Spurs,200
20160122,Magic,196
20160122,Hornets,196
20160122,Mavericks,207
20160122,Thunder,207
20160122,Nets,189
20160122,Jazz,189
20160122,Raptors,187
20160122,Heat,187
20160122,Rockets,209
20160122,Bucks,209
20160122,Warriors,216.5
20160122,Pacers,216.5
20160123,Cavaliers,202
20160123,Bulls,202
20160123,Hornets,198.5
20160123,Knicks,198.5
20160123,Kings,214.5
20160123,Pacers,214.5
20160123,Nuggets,206.5
20160123,Pistons,206.5
20160123,Pelicans,204.5
20160123,Bucks,204.5
20160123,Suns,205
20160123,Hawks,205
20160123,Timberwolves,193.5
20160123,Grizzlies,193.5
20160123,Trailblazers,208
20160123,Lakers,208
20160124,Nets,208.5
20160124,Thunder,208.5
20160124,Raptors,205.5
20160124,Clippers,205.5
20160124,Rockets,206.5
20160124,Mavericks,206.5
20160124,Seventysixers,206
20160124,Celtics,206
20160125,Bulls,191
20160125,Heat,191
20160125,Cavaliers,204.5
20160125,Timberwolves,204.5
20160125,Grizzlies,191
20160125,Magic,191
20160125,Jazz,193
20160125,Pistons,193
20160125,Kings,213.5
20160125,Hornets,213.5
20160125,Nuggets,207.5
20160125,Hawks,207.5
20160125,Pelicans,216.5
20160125,Rockets,216.5
20160125,Warriors,210.5
20160125,Spurs,210.5
20160125,Wizards,212.5
20160125,Celtics,212.5
20160126,Bucks,197
20160126,Magic,197
20160126,Knicks,210.5
20160126,Thunder,210.5
20160126,Lakers,201
20160126,Mavericks,201
20160126,Nets,191
20160126,Heat,191
20160126,Pacers,207
20160126,Clippers,207
20160126,Raptors,206
20160126,Wizards,206
20160126,Seventysixers,204.5
20160126,Suns,204.5
20160126,Trailblazers,214
20160126,Kings,214
20160127,Cavaliers,209.5
20160127,Suns,209.5
20160127,Celtics,213.5
20160127,Nuggets,213.5
20160127,Hawks,206
20160127,Clippers,206
20160127,Jazz,192
20160127,Hornets,192
20160127,Pistons,206
20160127,Seventysixers,206
20160127,Spurs,208.5
20160127,Rockets,208.5
20160127,Timberwolves,213
20160127,Thunder,213
20160127,Warriors,216
20160127,Mavericks,216
20160128,Grizzlies,193
20160128,Bucks,193
20160128,Lakers,200.5
20160128,Bulls,200.5
20160128,Pacers,203
20160128,Hawks,203
20160128,Pelicans,216
20160128,Kings,216
20160128,Raptors,199.5
20160128,Knicks,199.5
20160128,Wizards,211
20160128,Nuggets,211
20160129,Bucks,193.5
20160129,Heat,193.5
20160129,Celtics,205.5
20160129,Magic,205.5
20160129,Clippers,204
20160129,Lakers,204
20160129,Jazz,193
20160129,Timberwolves,193
20160129,Knicks,203.5
20160129,Suns,203.5
20160129,Mavericks,199.5
20160129,Nets,199.5
20160129,Pistons,208
20160129,Cavaliers,208
20160129,Thunder,222
20160129,Rockets,222
20160129,Trailblazers,205.5
20160129,Hornets,205.5
20160130,Cavaliers,205
20160130,Spurs,205
20160130,Grizzlies,206
20160130,Kings,206
20160130,Pacers,208
20160130,Nuggets,208
20160130,Pelicans,206
20160130,Nets,206
20160130,Raptors,204
20160130,Pistons,204
20160130,Rockets,219
20160130,Wizards,219
20160130,Seventysixers,218
20160130,Warriors,218
20160131,Clippers,203
20160131,Bulls,203
20160131,Heat,195
20160131,Hawks,195
20160131,Knicks,219
20160131,Warriors,219
20160131,Lakers,201
20160131,Hornets,201
20160131,Magic,204.5
20160131,Celtics,204.5
20160131,Mavericks,199.5
20160131,Suns,199.5
20160131,Trailblazers,208.5
20160131,Timberwolves,208.5
20160201,Hawks,199
20160201,Mavericks,199
20160201,Jazz,193.5
20160201,Bulls,193.5
20160201,Kings,213.5
20160201,Bucks,213.5
20160201,Nets,202.5
20160201,Pistons,202.5
20160201,Nuggets,205
20160201,Raptors,205
20160201,Pacers,209.5
20160201,Cavaliers,209.5
20160201,Pelicans,202.5
20160201,Grizzlies,202.5
20160201,Spurs,203
20160201,Magic,203
20160201,Thunder,221
20160201,Wizards,221
20160202,Knicks,208.5
20160202,Celtics,208.5
20160202,Lakers,205
20160202,Timberwolves,205
20160202,Rockets,209.5
20160202,Heat,209.5
20160202,Suns,200
20160202,Raptors,200
20160202,Trailblazers,205
20160202,Bucks,205
20160203,Celtics,208.5
20160203,Pistons,208.5
20160203,Clippers,209.5
20160203,Timberwolves,209.5
20160203,Hornets,203.5
20160203,Cavaliers,203.5
20160203,Jazz,195
20160203,Nuggets,195
20160203,Kings,212.5
20160203,Bulls,212.5
20160203,Mavericks,194
20160203,Heat,194
20160203,Nets,200
20160203,Pacers,200
20160203,Seventysixers,208.5
20160203,Hawks,208.5
20160203,Spurs,207
20160203,Pelicans,207
20160203,Thunder,212
20160203,Magic,212
20160203,Wizards,227
20160203,Warriors,227
20160204,Pelicans,209.5
20160204,Lakers,209.5
20160204,Pistons,203
20160204,Knicks,203
20160204,Suns,216
20160204,Rockets,216
20160204,Trailblazers,206.5
20160204,Raptors,206.5
20160205,Cavaliers,210.5
20160205,Celtics,210.5
20160205,Hawks,206.5
20160205,Pacers,206.5
20160205,Hornets,194
20160205,Heat,194
20160205,Jazz,188.5
20160205,Bucks,188.5
20160205,Knicks,194.5
20160205,Grizzlies,194.5
20160205,Magic,206.5
20160205,Clippers,206.5
20160205,Mavericks,198
20160205,Spurs,198
20160205,Nets,213.5
20160205,Kings,213.5
20160205,Nuggets,206.5
20160205,Bulls,206.5
20160205,Wizards,214
20160205,Seventysixers,214
20160206,Cavaliers,206
20160206,Pelicans,206
20160206,Grizzlies,192.5
20160206,Mavericks,192.5
20160206,Hornets,210.5
20160206,Wizards,210.5
20160206,Pacers,204
20160206,Pistons,204
20160206,Rockets,217.5
20160206,Trailblazers,217.5
20160206,Seventysixers,204.5
20160206,Nets,204.5
20160206,Spurs,204.5
20160206,Lakers,204.5
20160206,Suns,188.5
20160206,Jazz,188.5
20160206,Timberwolves,205
20160206,Bulls,205
20160206,Warriors,232
20160206,Thunder,232
20160207,Celtics,218.5
20160207,Kings,218.5
20160207,Heat,194.5
20160207,Clippers,194.5
20160207,Knicks,202
20160207,Nuggets,202
20160207,Magic,201.5
20160207,Hawks,201.5
20160208,Cavaliers,218.5
20160208,Kings,218.5
20160208,Grizzlies,201.5
20160208,Trailblazers,201.5
20160208,Hawks,203
20160208,Magic,203
20160208,Hornets,200
20160208,Bulls,200
20160208,Nets,205.5
20160208,Nuggets,205.5
20160208,Pacers,206
20160208,Lakers,206
20160208,Pistons,206
20160208,Raptors,206
20160208,Seventysixers,206.5
20160208,Clippers,206.5
20160208,Suns,216
20160208,Thunder,216
20160208,Timberwolves,210.5
20160208,Pelicans,210.5
20160209,Bucks,208.5
20160209,Celtics,208.5
20160209,Heat,196
20160209,Spurs,196
20160209,Knicks,208
20160209,Wizards,208
20160209,Mavericks,186
20160209,Jazz,186
20160209,Warriors,230.5
20160209,Rockets,230.5
20160210,Bulls,205
20160210,Hawks,205
20160210,Cavaliers,210
20160210,Lakers,210
20160210,Celtics,211
20160210,Clippers,211
20160210,Magic,202.5
20160210,Spurs,202.5
20160210,Nets,198.5
20160210,Grizzlies,198.5
20160210,Pacers,201
20160210,Hornets,201
20160210,Pelicans,195
20160210,Jazz,195
20160210,Pistons,207
20160210,Nuggets,207
20160210,Seventysixers,219
20160210,Kings,219
20160210,Suns,219.5
20160210,Warriors,219.5
20160210,Timberwolves,207
20160210,Raptors,207
20160210,Trailblazers,216
20160210,Rockets,216
20160211,Bucks,213
20160211,Wizards,213
20160211,Thunder,218.5
20160211,Pelicans,218.5
20160218,Cavaliers,206
20160218,Bulls,206
20160218,Clippers,206
20160218,Spurs,206
20160218,Wizards,196.5
20160218,Jazz,196.5
20160219,Bucks,202
20160219,Hornets,202
20160219,Bulls,201
20160219,Raptors,201
20160219,Grizzlies,205
20160219,Timberwolves,205
20160219,Hawks,196.5
20160219,Heat,196.5
20160219,Jazz,196
20160219,Celtics,196
20160219,Kings,218
20160219,Nuggets,218
20160219,Lakers,203.5
20160219,Spurs,203.5
20160219,Magic,202.5
20160219,Mavericks,202.5
20160219,Nets,202
20160219,Knicks,202
20160219,Pelicans,207.5
20160219,Seventysixers,207.5
20160219,Suns,214.5
20160219,Rockets,214.5
20160219,Thunder,215
20160219,Pacers,215
20160219,Trailblazers,225
20160219,Warriors,225
20160219,Wizards,208.5
20160219,Pistons,208.5
20160220,Clippers,226.5
20160220,Warriors,226.5
20160220,Hawks,207
20160220,Bucks,207
20160220,Heat,201
20160220,Wizards,201
20160220,Timberwolves,207
20160220,Knicks,207
20160221,Bulls,209
20160221,Lakers,209
20160221,Magic,202.5
20160221,Pacers,202.5
20160221,Mavericks,204
20160221,Seventysixers,204
20160221,Nets,203
20160221,Hornets,203
20160221,Nuggets,214.5
20160221,Celtics,214.5
20160221,Pistons,206.5
20160221,Pelicans,206.5
20160221,Raptors,203
20160221,Grizzlies,203
20160221,Suns,204.5
20160221,Spurs,204.5
20160221,Thunder,217
20160221,Cavaliers,217
20160221,Trailblazers,198
20160221,Jazz,198
20160222,Bucks,209
20160222,Lakers,209
20160222,Cavaliers,206.5
20160222,Pistons,206.5
20160222,Clippers,210
20160222,Suns,210
20160222,Hawks,225
20160222,Warriors,225
20160222,Heat,202.5
20160222,Pacers,202.5
20160222,Knicks,203
20160222,Raptors,203
20160222,Timberwolves,217.5
20160222,Celtics,217.5
20160223,Jazz,204
20160223,Rockets,204
20160223,Nuggets,223
20160223,Kings,223
20160223,Seventysixers,208
20160223,Magic,208
20160223,Trailblazers,212
20160223,Nets,212
20160223,Wizards,215
20160223,Pelicans,215
20160224,Bulls,212.5
20160224,Wizards,212.5
20160224,Cavaliers,207
20160224,Hornets,207
20160224,Clippers,213.5
20160224,Nuggets,213.5
20160224,Grizzlies,208
20160224,Lakers,208
20160224,Heat,218
20160224,Warriors,218
20160224,Kings,217.5
20160224,Spurs,217.5
20160224,Mavericks,214.5
20160224,Thunder,214.5
20160224,Pacers,202
20160224,Knicks,202
20160224,Pistons,209
20160224,Seventysixers,209
20160224,Raptors,213
20160224,Timberwolves,213
20160225,Celtics,214.5
20160225,Bucks,214.5
20160225,Jazz,193
20160225,Spurs,193
20160225,Magic,223.5
20160225,Warriors,223.5
20160225,Pelicans,221.5
20160225,Thunder,221.5
20160225,Suns,208
20160225,Nets,208
20160225,Trailblazers,221.5
20160225,Rockets,221.5
20160226,Hawks,208
20160226,Bulls,208
20160226,Kings,219
20160226,Clippers,219
20160226,Knicks,208
20160226,Magic,208
20160226,Lakers,211
20160226,Grizzlies,211
20160226,Mavericks,209.5
20160226,Nuggets,209.5
20160226,Pacers,203.5
20160226,Hornets,203.5
20160226,Raptors,206.5
20160226,Cavaliers,206.5
20160226,Seventysixers,216
20160226,Wizards,216
20160227,Bucks,202.5
20160227,Pistons,202.5
20160227,Bulls,209.5
20160227,Trailblazers,209.5
20160227,Celtics,211
20160227,Heat,211
20160227,Jazz,196.5
20160227,Nets,196.5
20160227,Pelicans,219
20160227,Timberwolves,219
20160227,Rockets,213.5
20160227,Spurs,213.5
20160227,Suns,208
20160227,Grizzlies,208
20160227,Thunder,233.5
20160227,Warriors,233.5
20160228,Hawks,201.5
20160228,Hornets,201.5
20160228,Knicks,197.5
20160228,Heat,197.5
20160228,Magic,214
20160228,Seventysixers,214
20160228,Mavericks,213
20160228,Timberwolves,213
20160228,Pacers,209
20160228,Trailblazers,209
20160228,Pistons,202.5
20160228,Raptors,202.5
20160228,Wizards,206.5
20160228,Cavaliers,206.5
20160229,Bucks,215.5
20160229,Rockets,215.5
20160229,Cavaliers,202
20160229,Pacers,202
20160229,Celtics,204
20160229,Jazz,204
20160229,Clippers,211.5
20160229,Nets,211.5
20160229,Kings,227.5
20160229,Thunder,227.5
20160229,Nuggets,205
20160229,Grizzlies,205
20160229,Wizards,215
20160229,Seventysixers,215
20160301,Heat,201
20160301,Bulls,201
20160301,Hornets,209.5
20160301,Suns,209.5
20160301,Knicks,208
20160301,Trailblazers,208
20160301,Lakers,212
20160301,Nets,212
20160301,Mavericks,214
20160301,Magic,214
20160301,Warriors,215
20160301,Hawks,215
20160302,Bucks,204
20160302,Pacers,204
20160302,Celtics,218
20160302,Trailblazers,218
20160302,Clippers,218
20160302,Thunder,218
20160302,Grizzlies,214.5
20160302,Kings,214.5
20160302,Magic,213
20160302,Bulls,213
20160302,Nuggets,212.5
20160302,Lakers,212.5
20160302,Raptors,193.5
20160302,Jazz,193.5
20160302,Rockets,221.5
20160302,Pelicans,221.5
20160302,Seventysixers,209.5
20160302,Hornets,209.5
20160302,Spurs,201
20160302,Pistons,201
20160302,Timberwolves,219.5
20160302,Wizards,219.5
20160303,Heat,209
20160303,Suns,209
20160303,Mavericks,221
20160303,Kings,221
20160303,Pelicans,207
20160303,Spurs,207
20160303,Warriors,228
20160303,Thunder,228
20160304,Bucks,214
20160304,Timberwolves,214
20160304,Cavaliers,209
20160304,Wizards,209
20160304,Celtics,210
20160304,Knicks,210
20160304,Grizzlies,192
20160304,Jazz,192
20160304,Hornets,201.5
20160304,Pacers,201.5
20160304,Lakers,204
20160304,Hawks,204
20160304,Magic,214.5
20160304,Suns,214.5
20160304,Nuggets,208.5
20160304,Nets,208.5
20160304,Raptors,208.5
20160304,Trailblazers,208.5
20160304,Seventysixers,209
20160304,Heat,209
20160305,Bulls,215.5
20160305,Rockets,215.5
20160305,Cavaliers,211.5
20160305,Celtics,211.5
20160305,Clippers,201
20160305,Hawks,201
20160305,Knicks,199.5
20160305,Pistons,199.5
20160305,Pelicans,198
20160305,Jazz,198
20160305,Spurs,210.5
20160305,Kings,210.5
20160305,Timberwolves,212.5
20160305,Nets,212.5
20160305,Wizards,206.5
20160305,Pacers,206.5
20160306,Bucks,218
20160306,Thunder,218
20160306,Grizzlies,206.5
20160306,Suns,206.5
20160306,Heat,210.5
20160306,Seventysixers,210.5
20160306,Lakers,220.5
20160306,Warriors,220.5
20160306,Nuggets,210.5
20160306,Mavericks,210.5
20160306,Pistons,207
20160306,Trailblazers,207
20160306,Raptors,214
20160306,Rockets,214
20160307,Bulls,210.5
20160307,Bucks,210.5
20160307,Cavaliers,203
20160307,Grizzlies,203
20160307,Hornets,213.5
20160307,Timberwolves,213.5
20160307,Mavericks,210
20160307,Clippers,210
20160307,Pacers,196
20160307,Spurs,196
20160307,Pelicans,220
20160307,Kings,220
20160307,Warriors,225.5
20160307,Magic,225.5
20160308,Jazz,191.5
20160308,Hawks,191.5
20160308,Lakers,212.5
20160308,Magic,212.5
20160308,Nuggets,205.5
20160308,Knicks,205.5
20160308,Raptors,208.5
20160308,Nets,208.5
20160308,Timberwolves,207
20160308,Spurs,207
20160308,Trailblazers,214
20160308,Wizards,214
20160309,Bucks,200
20160309,Heat,200
20160309,Celtics,210
20160309,Grizzlies,210
20160309,Hornets,209.5
20160309,Pelicans,209.5
20160309,Kings,218
20160309,Cavaliers,218
20160309,Mavericks,205.5
20160309,Pistons,205.5
20160309,Seventysixers,220.5
20160309,Rockets,220.5
20160309,Suns,207
20160309,Knicks,207
20160309,Thunder,215.5
20160309,Clippers,215.5
20160309,Warriors,208
20160309,Jazz,208
20160310,Lakers,211
20160310,Cavaliers,211
20160310,Nuggets,215
20160310,Suns,215
20160310,Raptors,200.5
20160310,Hawks,200.5
20160310,Spurs,201.5
20160310,Bulls,201.5
20160311,Bulls,201.5
20160311,Heat,201.5
20160311,Celtics,222
20160311,Rockets,222
20160311,Clippers,204
20160311,Knicks,204
20160311,Grizzlies,204.5
20160311,Pelicans,204.5
20160311,Hornets,203
20160311,Pistons,203
20160311,Jazz,198.5
20160311,Wizards,198.5
20160311,Kings,218
20160311,Magic,218
20160311,Seventysixers,210
20160311,Nets,210
20160311,Thunder,223.5
20160311,Timberwolves,223.5
20160311,Warriors,227.5
20160311,Trailblazers,227.5
20160312,Bucks,210
20160312,Pelicans,210
20160312,Hawks,194
20160312,Grizzlies,194
20160312,Hornets,215.5
20160312,Rockets,215.5
20160312,Mavericks,204.5
20160312,Pacers,204.5
20160312,Nuggets,213
20160312,Wizards,213
20160312,Raptors,202
20160312,Heat,202
20160312,Seventysixers,207
20160312,Pistons,207
20160312,Spurs,211
20160312,Thunder,211
20160312,Trailblazers,215
20160312,Magic,215
20160312,Warriors,227
20160312,Suns,227
20160313,Clippers,207.5
20160313,Cavaliers,207.5
20160313,Hawks,197.5
20160313,Pacers,197.5
20160313,Kings,207
20160313,Jazz,207
20160313,Lakers,207
20160313,Knicks,207
20160313,Nets,208.5
20160313,Bucks,208.5
20160314,Heat,209
20160314,Nuggets,209
20160314,Hornets,209
20160314,Mavericks,209
20160314,Jazz,194
20160314,Cavaliers,194
20160314,Raptors,206
20160314,Bulls,206
20160314,Rockets,208.5
20160314,Grizzlies,208.5
20160314,Suns,220.5
20160314,Timberwolves,220.5
20160314,Thunder,220.5
20160314,Trailblazers,220.5
20160314,Warriors,230.5
20160314,Pelicans,230.5
20160314,Wizards,210
20160314,Pistons,210
20160315,Bucks,205.5
20160315,Raptors,205.5
20160315,Lakers,218.5
20160315,Kings,218.5
20160315,Magic,214.5
20160315,Nuggets,214.5
20160315,Nets,212
20160315,Seventysixers,212
20160315,Pacers,208.5
20160315,Celtics,208.5
20160315,Spurs,200.5
20160315,Clippers,200.5
20160316,Cavaliers,206.5
20160316,Mavericks,206.5
20160316,Celtics,220.5
20160316,Thunder,220.5
20160316,Grizzlies,208
20160316,Timberwolves,208
20160316,Hornets,211
20160316,Magic,211
20160316,Kings,223.5
20160316,Pelicans,223.5
20160316,Pistons,199.5
20160316,Hawks,199.5
20160316,Rockets,216
20160316,Clippers,216
20160316,Warriors,222
20160316,Knicks,222
20160316,Wizards,213
20160316,Bulls,213
20160317,Bucks,201
20160317,Grizzlies,201
20160317,Bulls,213
20160317,Nets,213
20160317,Hawks,210
20160317,Nuggets,210
20160317,Heat,209
20160317,Hornets,209
20160317,Jazz,198.5
20160317,Suns,198.5
20160317,Pacers,203
20160317,Raptors,203
20160317,Seventysixers,215
20160317,Wizards,215
20160317,Spurs,204.5
20160317,Trailblazers,204.5
20160318,Lakers,213.5
20160318,Suns,213.5
20160318,Magic,211
20160318,Cavaliers,211
20160318,Mavericks,226.5
20160318,Warriors,226.5
20160318,Pelicans,219
20160318,Trailblazers,219
20160318,Pistons,218
20160318,Kings,218
20160318,Raptors,209
20160318,Celtics,209
20160318,Rockets,225
20160318,Timberwolves,225
20160318,Seventysixers,219.5
20160318,Thunder,219.5
20160319,Bulls,195
20160319,Jazz,195
20160319,Grizzlies,200
20160319,Clippers,200
20160319,Hawks,214
20160319,Rockets,214
20160319,Heat,207
20160319,Cavaliers,207
20160319,Hornets,215.5
20160319,Nuggets,215.5
20160319,Pacers,211
20160319,Thunder,211
20160319,Pistons,211
20160319,Nets,211
20160319,Spurs,219
20160319,Warriors,219
20160319,Wizards,206.5
20160319,Knicks,206.5
20160320,Bucks,190.5
20160320,Jazz,190.5
20160320,Knicks,212.5
20160320,Kings,212.5
20160320,Mavericks,215
20160320,Trailblazers,215
20160320,Pelicans,211
20160320,Clippers,211
20160320,Raptors,209
20160320,Magic,209
20160320,Seventysixers,215
20160320,Celtics,215
20160321,Bulls,218
20160321,Kings,218
20160321,Cavaliers,213
20160321,Nuggets,213
20160321,Celtics,215.5
20160321,Magic,215.5
20160321,Hawks,207.5
20160321,Wizards,207.5
20160321,Hornets,196
20160321,Spurs,196
20160321,Pacers,208.5
20160321,Seventysixers,208.5
20160321,Pistons,205.5
20160321,Bucks,205.5
20160321,Suns,204.5
20160321,Grizzlies,204.5
20160321,Timberwolves,232
20160321,Warriors,232
20160322,Lakers,202
20160322,Grizzlies,202
20160322,Nets,207.5
20160322,Hornets,207.5
20160322,Pelicans,209
20160322,Heat,209
20160322,Thunder,224
20160322,Rockets,224
20160323,Bulls,203.5
20160323,Knicks,203.5
20160323,Cavaliers,208
20160323,Bucks,208
20160323,Celtics,206.5
20160323,Raptors,206.5
20160323,Nuggets,213
20160323,Seventysixers,213
20160323,Pistons,208
20160323,Magic,208
20160323,Rockets,200
20160323,Jazz,200
20160323,Spurs,197
20160323,Heat,197
20160323,Suns,212
20160323,Lakers,212
20160323,Timberwolves,222
20160323,Kings,222
20160323,Trailblazers,212.5
20160323,Mavericks,212.5
20160323,Warriors,223.5
20160323,Clippers,223.5
20160323,Wizards,209
20160323,Hawks,209
20160324,Clippers,213.5
20160324,Trailblazers,213.5
20160324,Knicks,203
20160324,Bulls,203
20160324,Nets,208.5
20160324,Cavaliers,208.5
20160324,Pacers,204
20160324,Pelicans,204
20160324,Thunder,199
20160324,Jazz,199
20160325,Hawks,201.5
20160325,Bucks,201.5
20160325,Heat,208
20160325,Magic,208
20160325,Kings,222
20160325,Suns,222
20160325,Lakers,214.5
20160325,Nuggets,214.5
20160325,Pistons,206
20160325,Hornets,206
20160325,Rockets,211.5
20160325,Raptors,211.5
20160325,Spurs,192.5
20160325,Grizzlies,192.5
20160325,Warriors,223.5
20160325,Mavericks,223.5
20160325,Wizards,218.5
20160325,Timberwolves,218.5
20160326,Bucks,203
20160326,Hornets,203
20160326,Knicks,202
20160326,Cavaliers,202
20160326,Magic,208.5
20160326,Bulls,208.5
20160326,Nets,204
20160326,Pacers,204
20160326,Pelicans,201.5
20160326,Raptors,201.5
20160326,Pistons,206.5
20160326,Hawks,206.5
20160326,Suns,215.5
20160326,Celtics,215.5
20160326,Thunder,206
20160326,Spurs,206
20160326,Timberwolves,195.5
20160326,Jazz,195.5
20160326,Trailblazers,217
20160326,Seventysixers,217
20160327,Clippers,210
20160327,Nuggets,210
20160327,Kings,217.5
20160327,Mavericks,217.5
20160327,Lakers,212.5
20160327,Wizards,212.5
20160327,Pacers,210
20160327,Rockets,210
20160327,Warriors,225
20160327,Seventysixers,225
20160328,Bulls,205.5
20160328,Hawks,205.5
20160328,Clippers,209
20160328,Celtics,209
20160328,Grizzlies,191.5
20160328,Spurs,191.5
20160328,Heat,212
20160328,Nets,212
20160328,Jazz,191
20160328,Lakers,191
20160328,Nuggets,211.5
20160328,Mavericks,211.5
20160328,Pelicans,202
20160328,Knicks,202
20160328,Raptors,211
20160328,Thunder,211
20160328,Timberwolves,218.5
20160328,Suns,218.5
20160328,Trailblazers,220
20160328,Kings,220
20160329,Cavaliers,212
20160329,Rockets,212
20160329,Magic,213
20160329,Nets,213
20160329,Pacers,202
20160329,Bulls,202
20160329,Pistons,212.5
20160329,Thunder,212.5
20160329,Seventysixers,209
20160329,Hornets,209
20160329,Warriors,226.5
20160329,Wizards,226.5
20160330,Bucks,210.5
20160330,Suns,210.5
20160330,Grizzlies,204
20160330,Nuggets,204
20160330,Jazz,203
20160330,Warriors,203
20160330,Kings,219.5
20160330,Wizards,219.5
20160330,Lakers,207
20160330,Heat,207
20160330,Mavericks,199.5
20160330,Knicks,199.5
20160330,Raptors,201
20160330,Hawks,201
20160330,Spurs,196.5
20160330,Pelicans,196.5
20160330,Timberwolves,212
20160330,Clippers,212
20160331,Cavaliers,210.5
20160331,Nets,210.5
20160331,Pacers,208
20160331,Magic,208
20160331,Pelicans,206.5
20160331,Nuggets,206.5
20160331,Rockets,215.5
20160331,Bulls,215.5
20160331,Thunder,209.5
20160331,Clippers,209.5
20160331,Trailblazers,213
20160331,Celtics,213
20160401,Bucks,208.5
20160401,Magic,208.5
20160401,Grizzlies,197.5
20160401,Raptors,197.5
20160401,Hawks,206.5
20160401,Cavaliers,206.5
20160401,Hornets,208.5
20160401,Seventysixers,208.5
20160401,Jazz,192.5
20160401,Timberwolves,192.5
20160401,Kings,212
20160401,Heat,212
20160401,Knicks,202
20160401,Nets,202
20160401,Pistons,205
20160401,Mavericks,205
20160401,Suns,213.5
20160401,Wizards,213.5
20160401,Warriors,222
20160401,Celtics,222
20160402,Bulls,205.5
20160402,Pistons,205.5
20160402,Nuggets,217.5
20160402,Kings,217.5
20160402,Seventysixers,203.5
20160402,Pacers,203.5
20160402,Spurs,196.5
20160402,Raptors,196.5
20160402,Trailblazers,209
20160402,Heat,209
20160403,Bucks,202.5
20160403,Bulls,202.5
20160403,Cavaliers,203.5
20160403,Hornets,203.5
20160403,Clippers,206.5
20160403,Wizards,206.5
20160403,Knicks,195.5
20160403,Pacers,195.5
20160403,Lakers,208.5
20160403,Celtics,208.5
20160403,Magic,206
