team,points,op team,op points,home away,season,vegas line,o/u margin,vegas line total,assists,ats streak,attendance,biggest lead,blocks,conference west/east,defensive rebounds,fast break points,field goals attempted,field goal percentage,fouls,free throws made,free throw percentage,lead changes,losses,margin after the first,margin at the half,matchup losses,matchup wins,offensive rebounds,officials,ou streak,overtime,points in the paint,rest,site streak,steals,streak,team rebounds,three pointers made,time of game,turnovers,wins,win percentage,matchup,o/u,WL,o/u margin class,time zone__C,time zone__M,time zone__P,division__Atlantic,division__Central,division__Northwest,division__Pacific,division__Southeast,division__Southwest,day__Friday,day__Monday,day__Saturday,day__Sunday,day__Thursday,day__Tuesday,day__Wednesday
Cavaliers,102,Celtics,99,1,2017,-3.5,-11.5,212.5,19.0,0,20562.0,18.0,4.0,0,41.0,11.0,83.0,45.78,25.0,21.0,84.0,11.0,0,10.0,16.0,0,0,9.0,"['Monty McCutchen', 'Michael Smith', 'Brian Forte']",0,0.0,50.0,1.1143310417768377,0,3.0,0,5.0,5.0,148.0,17.0,0,0.0,Cavaliers Celtics,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Celtics,99,Cavaliers,102,0,2017,3.5,-11.5,212.5,24.0,0,20562.0,4.0,4.0,0,37.0,16.0,88.0,40.91,24.0,19.0,76.0,11.0,0,-10.0,-16.0,0,0,9.0,"['Monty McCutchen', 'Michael Smith', 'Brian Forte']",0,0.0,42.0,1.1143310417768377,0,11.0,0,6.0,8.0,148.0,10.0,0,0.0,Celtics Cavaliers,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Warriors,121,Rockets,122,1,2017,-9.0,14.5,228.5,34.0,0,19596.0,17.0,9.0,1,35.0,36.0,80.0,53.75,25.0,19.0,90.48,2.0,0,1.0,9.0,0,0,6.0,"['Ron Garretson', 'Scott Foster', 'Tre Maddox']",0,0.0,32.0,1.1143310417768377,0,5.0,0,1.0,16.0,147.0,17.0,0,0.0,Warriors Rockets,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Rockets,122,Warriors,121,0,2017,9.0,14.5,228.5,28.0,0,19596.0,2.0,5.0,1,33.0,15.0,97.0,48.45,16.0,13.0,68.42,2.0,0,-1.0,-9.0,0,0,10.0,"['Ron Garretson', 'Scott Foster', 'Tre Maddox']",0,0.0,54.0,1.1143310417768377,0,9.0,0,10.0,15.0,147.0,12.0,0,0.0,Rockets Warriors,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Celtics,100,Bucks,108,1,2017,-2.0,2.0,206.0,23.0,1,18624.0,6.0,2.0,0,32.0,6.0,91.0,42.86,27.0,11.0,52.38,14.0,1,2.0,-5.0,0,0,11.0,"['Mark Lindsay', 'Jason Goldenberg', 'Tom Washington']",-1,0.0,50.0,0.0,-1,12.0,-1,11.0,11.0,134.0,12.0,0,0.0,Celtics Bucks,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bucks,108,Celtics,100,0,2017,2.0,2.0,206.0,19.0,0,18624.0,8.0,4.0,0,39.0,4.0,76.0,50.0,22.0,25.0,83.33,14.0,0,-2.0,5.0,0,0,6.0,"['Mark Lindsay', 'Jason Goldenberg', 'Tom Washington']",0,0.0,56.0,1.1143310417768377,0,6.0,0,6.0,7.0,134.0,15.0,0,0.0,Bucks Celtics,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Grizzlies,103,Pelicans,91,1,2017,-2.5,-11.0,205.0,19.0,0,17794.0,14.0,8.0,1,30.0,16.0,92.0,42.39,29.0,16.0,57.14,8.0,0,-7.0,2.0,0,0,15.0,"['Sean Corbin', 'Scott Twardoski', 'Gary Zielinski']",0,0.0,56.0,1.1143310417768377,0,9.0,0,14.0,9.0,141.0,11.0,0,0.0,Grizzlies Pelicans,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pelicans,91,Grizzlies,103,0,2017,2.5,-11.0,205.0,15.0,0,17794.0,9.0,12.0,1,35.0,6.0,79.0,37.97,31.0,24.0,82.76,8.0,0,7.0,-2.0,0,0,16.0,"['Sean Corbin', 'Scott Twardoski', 'Gary Zielinski']",0,0.0,44.0,1.1143310417768377,0,4.0,0,9.0,7.0,141.0,18.0,0,0.0,Pelicans Grizzlies,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jazz,106,Nuggets,96,1,2017,-2.5,-3.5,205.5,28.0,0,17588.0,16.0,5.0,1,30.0,4.0,81.0,50.62,18.0,15.0,93.75,4.0,0,-9.0,-9.0,0,0,6.0,"['Jonathan Sterling', 'Leon Wood', 'Scott Foster']",0,0.0,54.0,1.1143310417768377,0,9.0,0,4.0,9.0,127.0,15.0,0,0.0,Jazz Nuggets,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nuggets,96,Jazz,106,0,2017,2.5,-3.5,205.5,21.0,0,17588.0,15.0,3.0,1,31.0,12.0,77.0,46.75,18.0,11.0,91.67,4.0,0,9.0,9.0,0,0,7.0,"['Jonathan Sterling', 'Leon Wood', 'Scott Foster']",0,0.0,36.0,1.1143310417768377,0,4.0,0,5.0,13.0,127.0,21.0,0,0.0,Nuggets Jazz,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kings,100,Rockets,105,1,2017,7.0,-12.5,217.5,19.0,0,17583.0,6.0,4.0,1,33.0,6.0,88.0,47.73,20.0,8.0,80.0,8.0,0,-1.0,-4.0,0,0,9.0,"['Derek Richardson', 'Bill Spooner', 'Kevin Scott']",0,0.0,56.0,1.1143310417768377,0,5.0,0,7.0,8.0,130.0,17.0,0,0.0,Kings Rockets,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Rockets,105,Kings,100,0,2017,-7.0,-12.5,217.5,19.0,1,17583.0,11.0,3.0,1,32.0,3.0,83.0,39.76,14.0,27.0,93.1,8.0,0,1.0,4.0,0,0,12.0,"['Derek Richardson', 'Bill Spooner', 'Kevin Scott']",1,0.0,40.0,0.0,-1,7.0,1,7.0,12.0,130.0,14.0,1,0.0,Rockets Kings,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Magic,116,Heat,109,1,2017,3.5,19.5,205.5,22.0,0,18846.0,17.0,10.0,0,40.0,11.0,90.0,47.78,18.0,22.0,75.86,3.0,0,-5.0,3.0,0,0,11.0,"['Ed Malloy', 'Lauren Holtkamp', 'Karl Lane']",0,0.0,56.0,1.1143310417768377,0,8.0,0,9.0,8.0,134.0,14.0,0,0.0,Magic Heat,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Heat,109,Magic,116,0,2017,-3.5,19.5,205.5,27.0,0,18846.0,7.0,4.0,0,33.0,2.0,102.0,43.14,20.0,13.0,76.47,3.0,0,5.0,-3.0,0,0,11.0,"['Ed Malloy', 'Lauren Holtkamp', 'Karl Lane']",0,0.0,56.0,1.1143310417768377,0,6.0,0,12.0,8.0,134.0,13.0,0,0.0,Heat Magic,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mavericks,111,Hawks,117,1,2017,-5.5,29.5,198.5,27.0,0,19709.0,5.0,4.0,1,32.0,14.0,86.0,44.19,19.0,18.0,85.71,18.0,0,-3.0,-11.0,0,0,9.0,"['Leroy Richardson', 'Ken Mauer', 'Josh Tiven']",0,0.0,38.0,1.1143310417768377,0,5.0,0,5.0,17.0,134.0,15.0,0,0.0,Mavericks Hawks,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hawks,117,Mavericks,111,0,2017,5.5,29.5,198.5,20.0,0,19709.0,11.0,6.0,0,36.0,17.0,94.0,51.06,18.0,12.0,80.0,18.0,0,3.0,11.0,0,0,14.0,"['Leroy Richardson', 'Ken Mauer', 'Josh Tiven']",0,0.0,56.0,1.1143310417768377,0,11.0,0,4.0,9.0,134.0,13.0,0,0.0,Hawks Mavericks,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Pacers,140,Nets,131,1,2017,-3.5,54.0,217.0,29.0,0,15008.0,13.0,9.0,0,33.0,28.0,102.0,51.96,25.0,25.0,78.13,10.0,0,-1.0,2.0,0,0,14.0,"['Derrick Collins', 'Tony Brothers', 'Kevin Cutler']",0,0.0,66.0,1.1143310417768377,0,12.0,0,10.0,9.0,138.0,14.0,0,0.0,Pacers Nets,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nets,131,Pacers,140,0,2017,3.5,54.0,217.0,22.0,0,15008.0,3.0,2.0,0,32.0,13.0,94.0,47.87,25.0,29.0,90.63,10.0,0,1.0,-2.0,0,0,11.0,"['Derrick Collins', 'Tony Brothers', 'Kevin Cutler']",0,0.0,52.0,1.1143310417768377,0,7.0,0,8.0,12.0,138.0,20.0,0,0.0,Nets Pacers,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Pistons,102,Hornets,90,1,2017,-3.0,-10.5,202.5,24.0,0,20491.0,18.0,3.0,0,38.0,12.0,96.0,42.71,21.0,11.0,91.67,2.0,0,2.0,11.0,0,0,9.0,"['Matt Boland', 'JB DeRosa', 'Marc Davis']",0,0.0,44.0,1.1143310417768377,0,14.0,0,3.0,9.0,123.0,8.0,0,0.0,Pistons Hornets,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hornets,90,Pistons,102,0,2017,3.0,-10.5,202.5,16.0,0,20491.0,2.0,3.0,0,44.0,0.0,73.0,39.73,15.0,23.0,79.31,2.0,0,-2.0,-11.0,0,0,3.0,"['Matt Boland', 'JB DeRosa', 'Marc Davis']",0,0.0,30.0,1.1143310417768377,0,4.0,0,9.0,9.0,123.0,17.0,0,0.0,Hornets Pistons,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Spurs,107,Timberwolves,99,1,2017,-1.5,1.0,205.0,22.0,0,18418.0,13.0,11.0,1,38.0,11.0,89.0,46.07,18.0,17.0,89.47,8.0,0,7.0,4.0,0,0,12.0,"['Pat Fraher', 'Scott Wall', 'Derrick Stafford']",0,0.0,44.0,1.1143310417768377,0,8.0,0,6.0,8.0,133.0,11.0,0,0.0,Spurs Timberwolves,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Timberwolves,99,Spurs,107,0,2017,1.5,1.0,205.0,23.0,0,18418.0,3.0,4.0,1,31.0,11.0,85.0,43.53,16.0,17.0,73.91,8.0,0,-7.0,-4.0,0,0,11.0,"['Pat Fraher', 'Scott Wall', 'Derrick Stafford']",0,0.0,48.0,1.1143310417768377,0,7.0,0,6.0,8.0,133.0,13.0,0,0.0,Timberwolves Spurs,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Suns,76,Trailblazers,124,1,2017,2.5,-18.5,218.5,10.0,0,18055.0,7.0,8.0,1,23.0,17.0,89.0,31.46,22.0,13.0,72.22,3.0,0,-8.0,-25.0,0,0,10.0,"['James Williams', 'Rodney Mott', 'J.T. Orr']",0,0.0,34.0,1.1143310417768377,0,9.0,0,12.0,7.0,127.0,16.0,0,0.0,Suns Trailblazers,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Trailblazers,124,Suns,76,0,2017,-2.5,-18.5,218.5,22.0,0,18055.0,58.0,7.0,1,42.0,14.0,90.0,48.89,20.0,22.0,78.57,3.0,0,8.0,25.0,0,0,15.0,"['James Williams', 'Rodney Mott', 'J.T. Orr']",0,0.0,46.0,1.1143310417768377,0,8.0,0,16.0,14.0,127.0,16.0,0,0.0,Trailblazers Suns,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Wizards,120,Seventysixers,115,1,2017,-6.5,17.5,217.5,21.0,0,20356.0,12.0,10.0,0,36.0,4.0,97.0,43.3,20.0,30.0,78.95,12.0,0,9.0,-3.0,0,0,16.0,"['Zach Zarba', 'David Guthrie', 'Dedric Taylor']",0,0.0,50.0,1.1143310417768377,0,8.0,0,10.0,6.0,144.0,9.0,0,0.0,Wizards Seventysixers,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Seventysixers,115,Wizards,120,0,2017,6.5,17.5,217.5,25.0,0,20356.0,7.0,6.0,0,37.0,19.0,94.0,45.74,28.0,14.0,73.68,12.0,0,-9.0,3.0,0,0,11.0,"['Zach Zarba', 'David Guthrie', 'Dedric Taylor']",0,0.0,44.0,1.1143310417768377,0,6.0,0,9.0,15.0,144.0,17.0,0,0.0,Seventysixers Wizards,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lakers,92,Clippers,108,1,2017,6.5,-17.5,217.5,21.0,0,18997.0,2.0,7.0,1,40.0,10.0,91.0,40.66,15.0,14.0,60.87,2.0,0,-8.0,-11.0,0,0,12.0,"['Mike Callahan', 'James Williams', 'J.T. Orr']",0,0.0,52.0,1.1143310417768377,0,8.0,0,8.0,4.0,136.0,19.0,0,0.0,Lakers Clippers,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Clippers,108,Lakers,92,0,2017,-6.5,-17.5,217.5,23.0,0,18997.0,30.0,3.0,1,42.0,9.0,107.0,39.25,20.0,12.0,92.31,2.0,0,8.0,11.0,0,0,17.0,"['Mike Callahan', 'James Williams', 'J.T. Orr']",0,0.0,52.0,1.1143310417768377,0,12.0,0,10.0,12.0,136.0,14.0,0,0.0,Clippers Lakers,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Raptors,117,Bulls,100,1,2017,-13.5,9.0,208.0,26.0,0,19800.0,27.0,4.0,0,36.0,10.0,83.0,46.99,19.0,26.0,92.86,1.0,0,2.0,21.0,0,0,13.0,"['Dedric Taylor', 'Brent Barnaky', 'Courtney Kirkland']",0,0.0,50.0,1.1143310417768377,0,10.0,0,4.0,13.0,124.0,17.0,0,0.0,Raptors Bulls,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bulls,100,Raptors,117,0,2017,13.5,9.0,208.0,22.0,0,19800.0,2.0,2.0,0,29.0,10.0,89.0,41.57,23.0,16.0,84.21,1.0,0,-2.0,-21.0,0,0,10.0,"['Dedric Taylor', 'Brent Barnaky', 'Courtney Kirkland']",0,0.0,38.0,1.1143310417768377,0,7.0,0,8.0,10.0,124.0,19.0,0,0.0,Bulls Raptors,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Thunder,105,Knicks,84,1,2017,-12.5,-24.5,213.5,26.0,0,18203.0,23.0,7.0,1,28.0,35.0,90.0,43.33,22.0,16.0,72.73,6.0,0,3.0,11.0,0,0,13.0,"['James Capers', 'Nick Buchert', 'Tyler Ford']",0,0.0,46.0,1.1143310417768377,0,14.0,0,16.0,11.0,139.0,18.0,0,0.0,Thunder Knicks,0,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Knicks,84,Thunder,105,0,2017,12.5,-24.5,213.5,19.0,0,18203.0,4.0,4.0,0,30.0,8.0,79.0,40.51,23.0,13.0,65.0,6.0,0,-3.0,-11.0,0,0,11.0,"['James Capers', 'Nick Buchert', 'Tyler Ford']",0,0.0,38.0,1.1143310417768377,0,8.0,0,12.0,7.0,139.0,25.0,0,0.0,Knicks Thunder,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bucks,97,Cavaliers,116,1,2017,1.5,3.5,209.5,23.0,1,18717.0,5.0,2.0,0,22.0,7.0,82.0,46.34,17.0,10.0,83.33,11.0,0,0.0,-6.0,0,0,8.0,"['Marc Davis', 'Josh Tiven', 'Gediminas Petraitis']",1,0.0,50.0,1.0,-1,9.0,1,4.0,11.0,128.0,14.0,1,0.0,Bucks Cavaliers,1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Cavaliers,116,Bucks,97,0,2017,-1.5,3.5,209.5,25.0,-1,18717.0,19.0,3.0,0,35.0,2.0,81.0,54.32,10.0,17.0,100.0,11.0,0,0.0,6.0,0,0,9.0,"['Marc Davis', 'Josh Tiven', 'Gediminas Petraitis']",-1,0.0,64.0,2.0,1,8.0,1,5.0,11.0,128.0,17.0,1,0.0,Cavaliers Bucks,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hornets,109,Hawks,91,1,2017,-5.5,-3.5,203.5,17.0,-1,18417.0,20.0,4.0,0,45.0,4.0,86.0,43.02,18.0,24.0,80.0,4.0,1,-10.0,-7.0,0,0,12.0,"['Monty McCutchen', 'Eric Lewis', 'CJ Washington']",-1,0.0,48.0,1.0,-1,5.0,-1,10.0,11.0,131.0,21.0,0,0.0,Hornets Hawks,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hawks,91,Hornets,109,0,2017,5.5,-3.5,203.5,19.0,1,18417.0,20.0,4.0,0,32.0,2.0,95.0,37.89,29.0,12.0,85.71,4.0,0,10.0,7.0,0,0,6.0,"['Monty McCutchen', 'Eric Lewis', 'CJ Washington']",1,0.0,40.0,1.0,-1,11.0,1,11.0,7.0,131.0,13.0,1,0.0,Hawks Hornets,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mavericks,88,Kings,93,1,2017,-5.5,-21.5,202.5,19.0,-1,19273.0,12.0,7.0,1,29.0,9.0,75.0,41.33,13.0,15.0,71.43,8.0,1,4.0,0.0,0,0,7.0,"['Michael Smith', 'Bill Kennedy', 'Scott Twardoski']",1,0.0,30.0,1.0,1,8.0,-1,5.0,11.0,126.0,12.0,0,0.0,Mavericks Kings,0,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kings,93,Mavericks,88,0,2017,5.5,-21.5,202.5,20.0,1,19273.0,11.0,3.0,1,41.0,6.0,87.0,42.53,18.0,9.0,69.23,8.0,1,-4.0,0.0,0,0,16.0,"['Michael Smith', 'Bill Kennedy', 'Scott Twardoski']",-1,0.0,26.0,1.0,1,8.0,-1,6.0,10.0,126.0,14.0,0,0.0,Kings Mavericks,0,1,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Nets,126,Magic,121,1,2017,-2.0,21.0,226.0,22.0,-1,16144.0,8.0,6.0,0,33.0,5.0,92.0,50.0,17.0,25.0,71.43,11.0,1,2.0,3.0,0,0,15.0,"['John Goble', 'Ben Taylor', 'Ray Acosta']",1,0.0,60.0,1.0,-1,13.0,-1,9.0,9.0,133.0,18.0,0,0.0,Nets Magic,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Magic,121,Nets,126,0,2017,2.0,21.0,226.0,30.0,1,16144.0,8.0,3.0,0,31.0,6.0,89.0,50.56,27.0,13.0,86.67,11.0,0,-2.0,-3.0,0,0,9.0,"['John Goble', 'Ben Taylor', 'Ray Acosta']",1,0.0,38.0,1.0,1,9.0,1,5.0,18.0,133.0,22.0,1,0.0,Magic Nets,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Pacers,96,Trailblazers,114,1,2017,6.0,-10.5,220.5,15.0,1,15325.0,2.0,4.0,0,33.0,18.0,78.0,44.87,17.0,22.0,66.67,4.0,0,-6.0,-10.0,0,0,6.0,"['Gary Zielinski', 'Tony Brown', 'Haywoode Workman']",1,0.0,40.0,1.0,1,1.0,1,10.0,4.0,126.0,12.0,1,0.0,Pacers Trailblazers,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Trailblazers,114,Pacers,96,0,2017,-6.0,-10.5,220.5,19.0,1,15325.0,23.0,6.0,1,40.0,9.0,95.0,48.42,26.0,13.0,76.47,4.0,0,6.0,10.0,0,0,11.0,"['Gary Zielinski', 'Tony Brown', 'Haywoode Workman']",-1,0.0,48.0,1.0,-1,5.0,1,7.0,9.0,126.0,9.0,1,0.0,Trailblazers Pacers,0,1,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Pelicans,120,Warriors,128,1,2017,8.5,26.0,222.0,26.0,-1,18171.0,15.0,4.0,1,35.0,14.0,98.0,45.92,19.0,14.0,63.64,2.0,1,13.0,3.0,0,0,16.0,"['Ed Malloy', 'Karl Lane', 'Aaron Smith']",-1,0.0,48.0,1.0,-1,8.0,-1,6.0,16.0,24.0,17.0,0,0.0,Pelicans Warriors,1,-1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Warriors,128,Pelicans,120,0,2017,-8.5,26.0,222.0,29.0,-1,18171.0,15.0,8.0,1,39.0,23.0,92.0,51.09,23.0,16.0,80.0,2.0,1,-13.0,-3.0,0,0,10.0,"['Ed Malloy', 'Karl Lane', 'Aaron Smith']",1,0.0,40.0,2.0,1,6.0,-1,4.0,18.0,24.0,18.0,0,0.0,Warriors Pelicans,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Seventysixers,92,Celtics,102,1,2017,-2.0,-22.5,216.5,20.0,1,20816.0,9.0,4.0,0,33.0,4.0,92.0,38.04,30.0,12.0,75.0,2.0,1,-3.0,4.0,0,0,14.0,"['Marat Kogut', 'Kane Fitzgerald', 'Lauren Holtkamp']",1,0.0,40.0,1.0,-1,7.0,-1,9.0,10.0,137.0,16.0,0,0.0,Seventysixers Celtics,0,-1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Celtics,102,Seventysixers,92,0,2017,2.0,-22.5,216.5,16.0,-1,20816.0,10.0,5.0,0,41.0,0.0,84.0,41.67,24.0,22.0,68.75,2.0,2,3.0,-4.0,0,0,14.0,"['Marat Kogut', 'Kane Fitzgerald', 'Lauren Holtkamp']",1,0.0,28.0,1.0,1,4.0,-2,9.0,10.0,137.0,19.0,0,0.0,Celtics Seventysixers,0,1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Suns,130,Lakers,132,1,2017,-3.0,42.0,220.0,17.0,-1,18055.0,9.0,9.0,1,40.0,15.0,92.0,48.91,25.0,26.0,68.42,10.0,1,-4.0,3.0,0,0,10.0,"['Scott Foster', 'Kevin Scott', 'Jonathan Sterling']",-1,0.0,46.0,1.0,1,8.0,-1,12.0,14.0,152.0,20.0,0,0.0,Suns Lakers,1,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Lakers,132,Suns,130,0,2017,3.0,42.0,220.0,22.0,-1,18055.0,12.0,3.0,1,37.0,24.0,94.0,51.06,31.0,24.0,72.73,10.0,1,4.0,-3.0,0,0,5.0,"['Scott Foster', 'Kevin Scott', 'Jonathan Sterling']",-1,0.0,62.0,0.0,1,8.0,-1,9.0,12.0,152.0,19.0,0,0.0,Lakers Suns,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Timberwolves,100,Jazz,97,1,2017,-4.5,-0.5,197.5,17.0,-1,18978.0,10.0,2.0,1,34.0,4.0,81.0,44.44,17.0,21.0,80.77,10.0,1,3.0,4.0,0,0,10.0,"['Leroy Richardson', 'David Guthrie', 'Jacyn Goble']",1,0.0,44.0,1.0,-1,11.0,-1,7.0,7.0,142.0,15.0,0,0.0,Timberwolves Jazz,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jazz,97,Timberwolves,100,0,2017,4.5,-0.5,197.5,23.0,1,18978.0,7.0,8.0,1,31.0,13.0,77.0,48.05,21.0,14.0,82.35,10.0,0,-3.0,-4.0,0,0,7.0,"['Leroy Richardson', 'David Guthrie', 'Jacyn Goble']",-1,0.0,38.0,1.0,1,10.0,1,4.0,9.0,142.0,19.0,1,0.0,Jazz Timberwolves,0,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Wizards,115,Pistons,111,1,2017,-6.0,14.5,211.5,25.0,-1,16337.0,15.0,7.0,0,30.0,14.0,75.0,53.33,18.0,29.0,82.86,12.0,0,-2.0,-7.0,0,0,7.0,"['Sean Corbin', 'Curtis Blair', 'Kevin Cutler']",1,0.0,50.0,1.0,1,12.0,1,10.0,6.0,157.0,16.0,1,0.0,Wizards Pistons,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Pistons,111,Wizards,115,0,2017,6.0,14.5,211.5,19.0,1,16337.0,12.0,1.0,0,23.0,12.0,87.0,49.43,32.0,15.0,75.0,12.0,0,2.0,7.0,0,0,10.0,"['Sean Corbin', 'Curtis Blair', 'Kevin Cutler']",-1,0.0,46.0,1.0,1,12.0,1,10.0,10.0,157.0,19.0,1,0.0,Pistons Wizards,1,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bucks,113,Trailblazers,110,1,2017,-3.5,10.0,213.0,22.0,-1,16211.0,9.0,7.0,0,27.0,8.0,80.0,52.5,23.0,22.0,73.33,10.0,1,-2.0,5.0,0,0,7.0,"['Zach Zarba', 'Brent Barnaky', 'Vladimir Voyard']",2,0.0,54.0,0.0,1,9.0,-1,7.0,7.0,141.0,14.0,1,100.0,Bucks Trailblazers,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Trailblazers,110,Bucks,113,0,2017,3.5,10.0,213.0,18.0,2,16211.0,9.0,6.0,1,29.0,2.0,80.0,42.5,22.0,31.0,88.57,10.0,0,2.0,-5.0,0,0,13.0,"['Zach Zarba', 'Brent Barnaky', 'Vladimir Voyard']",-2,0.0,26.0,0.0,-2,10.0,2,12.0,11.0,141.0,16.0,2,0.0,Trailblazers Bucks,1,-1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Bulls,77,Spurs,87,1,2017,10.0,-36.0,200.0,18.0,-1,21640.0,3.0,5.0,0,40.0,5.0,82.0,37.8,15.0,7.0,77.78,13.0,1,2.0,-3.0,0,0,8.0,"['Tony Brothers', 'Tyler Ford', 'Leon Wood']",1,0.0,32.0,1.0,-1,3.0,-1,3.0,8.0,119.0,19.0,0,0.0,Bulls Spurs,0,-1,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Spurs,87,Bulls,77,0,2017,-10.0,-36.0,200.0,25.0,1,21640.0,19.0,3.0,1,38.0,6.0,93.0,40.86,14.0,10.0,62.5,13.0,0,-2.0,3.0,0,0,14.0,"['Tony Brothers', 'Tyler Ford', 'Leon Wood']",1,0.0,52.0,2.0,1,8.0,1,11.0,1.0,119.0,11.0,1,0.0,Spurs Bulls,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cavaliers,93,Magic,114,1,2017,-11.5,-7.5,214.5,15.0,1,20562.0,0.0,7.0,0,33.0,2.0,86.0,38.37,14.0,20.0,74.07,0.0,0,-18.0,-11.0,0,0,11.0,"['Derrick Collins', 'Pat Fraher', 'Kevin Cutler']",1,0.0,38.0,0.0,-1,4.0,2,11.0,7.0,127.0,16.0,2,0.0,Cavaliers Magic,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Magic,114,Cavaliers,93,0,2017,11.5,-7.5,214.5,28.0,-1,20562.0,37.0,6.0,0,38.0,4.0,90.0,44.44,28.0,17.0,85.0,0.0,1,18.0,11.0,0,0,12.0,"['Derrick Collins', 'Pat Fraher', 'Kevin Cutler']",2,0.0,34.0,0.0,-1,7.0,-1,8.0,17.0,127.0,12.0,1,100.0,Magic Cavaliers,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
