team,points,op team,op points,home away,season,vegas line,o/u margin,vegas line total,assists,ats streak,attendance,biggest lead,blocks,conference west/east,defensive rebounds,fast break points,field goals attempted,field goal percentage,fouls,free throws made,free throw percentage,lead changes,losses,margin after the first,margin at the half,matchup losses,matchup wins,offensive rebounds,officials,ou streak,overtime,points in the paint,rest,site streak,steals,streak,team rebounds,three pointers made,time of game,turnovers,wins,win percentage,matchup,o/u,WL,o/u margin class,time zone__C,time zone__M,time zone__P,division__Atlantic,division__Central,division__Northwest,division__Pacific,division__Southeast,division__Southwest,day__Friday,day__Monday,day__Saturday,day__Sunday,day__Thursday,day__Tuesday,day__Wednesday
Warriors,117,Suns,107,1,2017,-14.5,8.5,215.5,31.0,1,19596.0,21.0,7.0,1,38.0,27.0,89.0,53.93,14.0,8.0,88.89,7.0,21,-2.0,-1.0,0,2,7.0,"['Zach Zarba', 'Brent Barnaky', 'Leon Wood']",-1,0.0,46.0,0.0,-1,10.0,1,3.0,13.0,113.0,14.0,55,261.9,Warriors Suns,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Suns,107,Warriors,117,0,2017,14.5,8.5,215.5,26.0,1,19596.0,14.0,4.0,1,33.0,16.0,90.0,45.56,12.0,14.0,87.5,7.0,58,2.0,1.0,2,0,9.0,"['Zach Zarba', 'Brent Barnaky', 'Leon Wood']",-6,0.0,52.0,1.0,-1,8.0,-14,3.0,11.0,113.0,15.0,19,32.76,Suns Warriors,1,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Bucks,106,Celtics,102,1,2017,-4.0,0.5,207.5,27.0,3,16188.0,10.0,5.0,0,32.0,14.0,79.0,54.43,23.0,15.0,71.43,4.0,36,-5.0,2.0,2,1,9.0,"['John Goble', 'Mark Lindsay', 'Leon Wood']",3,0.0,66.0,1.0,-4,6.0,-1,7.0,5.0,137.0,15.0,41,113.89,Bucks Celtics,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Celtics,102,Bucks,106,0,2017,4.0,0.5,207.5,19.0,2,16188.0,9.0,6.0,0,27.0,9.0,81.0,46.91,17.0,19.0,79.17,4.0,23,5.0,-2.0,1,2,10.0,"['John Goble', 'Mark Lindsay', 'Leon Wood']",1,0.0,54.0,2.0,1,10.0,6,5.0,7.0,137.0,17.0,53,230.43,Celtics Bucks,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bulls,120,Hornets,114,1,2017,4.5,17.5,216.5,26.0,3,20139.0,12.0,4.0,0,33.0,13.0,99.0,46.46,20.0,13.0,72.22,11.0,51,-3.0,6.0,1,2,11.0,"['Kane Fitzgerald', 'Jacyn Goble', 'Gary Zielinski']",-4,0.0,48.0,1.0,1,9.0,2,6.0,15.0,124.0,7.0,26,50.98,Bulls Hornets,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hornets,114,Bulls,120,0,2017,-4.5,17.5,216.5,24.0,-4,20139.0,6.0,4.0,0,39.0,10.0,81.0,49.38,16.0,21.0,75.0,11.0,44,3.0,-6.0,2,1,10.0,"['Kane Fitzgerald', 'Jacyn Goble', 'Gary Zielinski']",1,0.0,50.0,1.0,1,3.0,-3,7.0,13.0,124.0,20.0,34,77.27,Hornets Bulls,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Cavaliers,112,Raptors,106,1,2017,-1.0,-4.0,222.0,18.0,3,20562.0,16.0,6.0,0,40.0,7.0,77.0,49.35,17.0,23.0,88.46,5.0,30,4.0,8.0,1,1,2.0,"['David Guthrie', 'Eric Lewis', 'Scott Twardoski']",-4,0.0,28.0,1.0,2,8.0,3,4.0,13.0,131.0,12.0,47,156.67,Cavaliers Raptors,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Raptors,106,Cavaliers,112,0,2017,1.0,-4.0,222.0,28.0,-8,20562.0,7.0,1.0,0,37.0,8.0,94.0,44.68,23.0,11.0,78.57,5.0,21,-4.0,-8.0,1,1,9.0,"['David Guthrie', 'Eric Lewis', 'Scott Twardoski']",1,0.0,56.0,2.0,-1,7.0,-1,5.0,11.0,131.0,11.0,55,261.9,Raptors Cavaliers,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Clippers,113,Spurs,110,1,2017,1.0,13.0,210.0,21.0,-2,17449.0,3.0,2.0,1,35.0,13.0,82.0,45.12,23.0,34.0,79.07,5.0,36,-14.0,-7.0,2,0,12.0,"['Mike Callahan', 'Gediminas Petraitis', 'James Williams']",-6,0.0,56.0,1.0,1,8.0,-2,13.0,5.0,156.0,14.0,41,113.89,Clippers Spurs,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Spurs,110,Clippers,113,0,2017,-1.0,13.0,210.0,24.0,2,17449.0,19.0,10.0,1,29.0,12.0,88.0,44.32,29.0,24.0,85.71,5.0,32,14.0,7.0,0,2,10.0,"['Mike Callahan', 'Gediminas Petraitis', 'James Williams']",-2,0.0,40.0,1.0,2,13.0,2,8.0,8.0,156.0,12.0,45,140.63,Spurs Clippers,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Heat,101,Hawks,98,1,2017,-11.5,-7.5,206.5,22.0,-2,19600.0,8.0,8.0,0,35.0,22.0,91.0,45.05,16.0,11.0,84.62,11.0,36,5.0,-4.0,1,1,11.0,"['Bill Kennedy', 'Curtis Blair', 'Michael Smith']",1,0.0,52.0,2.0,3,10.0,-1,6.0,8.0,130.0,14.0,41,113.89,Heat Hawks,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Hawks,98,Heat,101,0,2017,11.5,-7.5,206.5,24.0,1,19600.0,9.0,1.0,0,37.0,8.0,88.0,42.05,15.0,11.0,73.33,11.0,55,-5.0,4.0,1,1,12.0,"['Bill Kennedy', 'Curtis Blair', 'Michael Smith']",-2,0.0,42.0,1.0,2,10.0,1,6.0,13.0,130.0,15.0,22,40.0,Hawks Heat,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jazz,117,Lakers,110,1,2017,-11.0,16.5,210.5,29.0,1,18306.0,15.0,5.0,1,33.0,7.0,89.0,48.31,22.0,17.0,62.96,3.0,33,-7.0,5.0,0,1,14.0,"['Tony Brothers', 'Brent Barnaky', 'Justin Van Duyne']",2,0.0,50.0,1.0,-1,10.0,2,10.0,14.0,135.0,14.0,44,133.33,Jazz Lakers,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Lakers,110,Jazz,117,0,2017,11.0,16.5,210.5,23.0,-2,18306.0,12.0,5.0,1,32.0,10.0,74.0,48.65,23.0,24.0,66.67,3.0,43,7.0,-5.0,1,0,7.0,"['Tony Brothers', 'Brent Barnaky', 'Justin Van Duyne']",-1,0.0,34.0,1.0,3,7.0,-2,10.0,14.0,135.0,16.0,33,76.74,Lakers Jazz,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Knicks,73,Magic,97,1,2017,-1.5,-37.0,207.0,17.0,-2,19812.0,4.0,9.0,0,35.0,0.0,86.0,34.88,17.0,9.0,75.0,10.0,50,-2.0,-1.0,2,1,7.0,"['Tom Washington', 'Scott Wall', 'Haywoode Workman']",1,0.0,38.0,2.0,1,5.0,-3,10.0,4.0,116.0,11.0,27,54.0,Knicks Magic,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Magic,97,Knicks,73,0,2017,1.5,-37.0,207.0,28.0,-5,19812.0,24.0,5.0,0,42.0,6.0,88.0,42.05,12.0,12.0,66.67,10.0,54,2.0,1.0,1,2,11.0,"['Tom Washington', 'Scott Wall', 'Haywoode Workman']",-4,0.0,42.0,1.0,-1,7.0,-3,11.0,11.0,116.0,11.0,22,40.74,Magic Knicks,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Mavericks,115,Trailblazers,109,1,2017,7.0,15.5,208.5,27.0,-1,19624.0,10.0,5.0,1,35.0,21.0,92.0,45.65,16.0,14.0,70.0,14.0,54,0.0,1.0,2,0,8.0,"['Bill Spooner', 'Kevin Cutler', 'Marat Kogut']",-5,0.0,30.0,1.0,-1,8.0,-3,8.0,17.0,127.0,7.0,23,42.59,Mavericks Trailblazers,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Trailblazers,109,Mavericks,115,0,2017,-7.0,15.5,208.5,28.0,0,19624.0,4.0,2.0,1,41.0,12.0,87.0,44.83,20.0,21.0,87.5,14.0,29,0.0,-1.0,0,2,5.0,"['Bill Spooner', 'Kevin Cutler', 'Marat Kogut']",1,0.0,38.0,1.0,2,6.0,2,10.0,10.0,127.0,13.0,48,165.52,Trailblazers Mavericks,1,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Nuggets,107,Pacers,104,1,2017,-3.5,-1.0,212.0,31.0,-1,14743.0,14.0,8.0,1,36.0,9.0,89.0,46.07,19.0,15.0,75.0,2.0,35,1.0,3.0,1,0,13.0,"['James Capers', 'Tyler Ford', 'Karl Lane']",2,0.0,50.0,1.0,1,10.0,2,9.0,10.0,131.0,16.0,42,120.0,Nuggets Pacers,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Pacers,104,Nuggets,107,0,2017,3.5,-1.0,212.0,23.0,1,14743.0,5.0,4.0,0,29.0,25.0,84.0,48.81,24.0,13.0,81.25,2.0,31,-1.0,-3.0,0,1,6.0,"['James Capers', 'Tyler Ford', 'Karl Lane']",-1,0.0,52.0,1.0,-3,11.0,5,6.0,9.0,131.0,13.0,46,148.39,Pacers Nuggets,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Rockets,120,Wizards,104,1,2017,-8.5,8.0,216.0,26.0,-2,18055.0,24.0,3.0,1,36.0,12.0,84.0,51.19,14.0,18.0,66.67,0.0,15,11.0,22.0,1,0,10.0,"['Marc Davis', 'J.T. Orr', 'Ben Taylor']",-3,0.0,48.0,1.0,-1,13.0,-1,7.0,16.0,121.0,9.0,62,413.33,Rockets Wizards,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Wizards,104,Rockets,120,0,2017,8.5,8.0,216.0,25.0,-1,18055.0,0.0,1.0,0,33.0,10.0,72.0,52.78,21.0,16.0,69.57,0.0,35,-11.0,-22.0,0,1,3.0,"['Marc Davis', 'J.T. Orr', 'Ben Taylor']",-3,0.0,28.0,1.0,-1,6.0,-1,2.0,12.0,121.0,17.0,42,120.0,Wizards Rockets,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Seventysixers,121,Nets,95,1,2017,-9.0,-7.5,223.5,28.0,8,20710.0,30.0,10.0,0,48.0,18.0,92.0,54.35,22.0,12.0,66.67,5.0,30,6.0,12.0,1,2,8.0,"['Ed Malloy', 'Bennie Adams', 'CJ Washington']",1,0.0,62.0,1.0,-2,10.0,10,5.0,9.0,129.0,10.0,46,153.33,Seventysixers Nets,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Nets,95,Seventysixers,121,0,2017,9.0,-7.5,223.5,20.0,-1,20710.0,5.0,6.0,0,33.0,9.0,81.0,41.98,15.0,10.0,43.48,5.0,52,-6.0,-12.0,2,1,3.0,"['Ed Malloy', 'Bennie Adams', 'CJ Washington']",-1,0.0,32.0,1.0,1,5.0,-1,11.0,17.0,129.0,18.0,25,48.08,Nets Seventysixers,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Suns,97,Kings,94,1,2017,1.0,-17.0,208.0,18.0,2,16826.0,14.0,5.0,1,46.0,15.0,77.0,45.45,22.0,21.0,63.64,2.0,59,0.0,6.0,1,2,6.0,"['Ken Mauer', 'Courtney Kirkland', 'Brett Nansel']",1,0.0,50.0,1.0,-2,6.0,-15,14.0,6.0,132.0,14.0,19,32.2,Suns Kings,0,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Kings,94,Suns,97,0,2017,-1.0,-17.0,208.0,20.0,1,16826.0,6.0,5.0,1,30.0,9.0,89.0,37.08,24.0,17.0,73.91,2.0,53,0.0,-6.0,2,1,10.0,"['Ken Mauer', 'Courtney Kirkland', 'Brett Nansel']",-2,0.0,30.0,1.0,-1,5.0,1,10.0,11.0,132.0,10.0,25,47.17,Kings Suns,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Thunder,107,Warriors,111,1,2017,-4.0,-2.0,220.0,13.0,1,18203.0,8.0,3.0,1,36.0,18.0,93.0,37.63,20.0,28.0,75.68,3.0,33,3.0,-10.0,1,2,22.0,"['Jason Phillips', 'Tony Brown', 'Sean Corbin']",-1,0.0,40.0,1.0,-1,8.0,1,9.0,9.0,146.0,16.0,45,136.36,Thunder Warriors,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Warriors,111,Thunder,107,0,2017,4.0,-2.0,220.0,27.0,-1,18203.0,12.0,5.0,1,34.0,17.0,83.0,49.4,25.0,21.0,87.5,3.0,21,-3.0,10.0,2,1,6.0,"['Jason Phillips', 'Tony Brown', 'Sean Corbin']",1,0.0,44.0,1.0,1,9.0,2,5.0,8.0,146.0,13.0,56,266.67,Warriors Thunder,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Hawks,86,Heat,115,1,2017,8.5,-5.0,206.0,20.0,2,16696.0,8.0,6.0,0,38.0,8.0,90.0,36.67,16.0,11.0,64.71,9.0,56,6.0,-6.0,2,1,10.0,"['Scott Foster', 'Kevin Scott', 'Scott Twardoski']",-3,0.0,32.0,0.0,-1,5.0,-1,8.0,9.0,121.0,15.0,22,39.29,Hawks Heat,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Heat,115,Hawks,86,0,2017,-8.5,-5.0,206.0,23.0,-3,16696.0,35.0,10.0,0,44.0,13.0,94.0,44.68,17.0,14.0,82.35,9.0,36,-6.0,6.0,1,2,10.0,"['Scott Foster', 'Kevin Scott', 'Scott Twardoski']",-1,0.0,38.0,0.0,4,9.0,1,8.0,17.0,121.0,11.0,42,116.67,Heat Hawks,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lakers,122,Spurs,112,1,2017,6.5,28.0,206.0,32.0,1,18997.0,10.0,4.0,1,40.0,21.0,86.0,54.65,22.0,15.0,83.33,17.0,44,-1.0,-3.0,0,2,4.0,"['Derrick Stafford', 'Tre Maddox', 'Josh Tiven']",1,1.0,58.0,0.0,-1,4.0,-3,8.0,13.0,150.0,13.0,33,75.0,Lakers Spurs,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Spurs,112,Lakers,122,0,2017,-6.5,28.0,206.0,25.0,-1,18997.0,8.0,5.0,1,31.0,9.0,97.0,43.3,20.0,19.0,70.37,17.0,33,1.0,3.0,2,0,15.0,"['Derrick Stafford', 'Tre Maddox', 'Josh Tiven']",1,1.0,44.0,0.0,-1,7.0,-1,7.0,9.0,150.0,10.0,45,136.36,Spurs Lakers,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Magic,105,Mavericks,100,1,2017,-3.5,7.0,198.0,27.0,1,18112.0,14.0,10.0,0,35.0,9.0,86.0,45.35,15.0,19.0,70.37,4.0,54,11.0,5.0,1,0,12.0,"['Bill Kennedy', 'Mitchell Ervin', 'Leroy Richardson']",-5,0.0,42.0,0.0,-2,4.0,1,11.0,8.0,131.0,13.0,23,42.59,Magic Mavericks,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mavericks,100,Magic,105,0,2017,3.5,7.0,198.0,24.0,1,18112.0,1.0,1.0,1,32.0,12.0,89.0,43.82,23.0,12.0,70.59,4.0,54,-11.0,-5.0,0,1,11.0,"['Bill Kennedy', 'Mitchell Ervin', 'Leroy Richardson']",1,0.0,50.0,0.0,1,3.0,1,9.0,10.0,131.0,11.0,24,44.44,Mavericks Magic,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pelicans,123,Grizzlies,95,1,2017,-13.5,1.5,216.5,32.0,-4,16521.0,32.0,7.0,1,37.0,25.0,86.0,52.33,19.0,17.0,89.47,0.0,34,9.0,12.0,2,1,11.0,"['Sean Wright', 'Derrick Collins', 'J.T. Orr']",-4,0.0,48.0,2.0,1,14.0,-4,4.0,16.0,127.0,16.0,43,126.47,Pelicans Grizzlies,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grizzlies,95,Pelicans,123,0,2017,13.5,1.5,216.5,19.0,0,16521.0,0.0,1.0,1,26.0,11.0,93.0,39.78,19.0,11.0,73.33,0.0,56,-9.0,-12.0,1,2,11.0,"['Sean Wright', 'Derrick Collins', 'J.T. Orr']",3,0.0,38.0,2.0,-2,9.0,-2,14.0,10.0,127.0,20.0,21,37.5,Grizzlies Pelicans,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pistons,108,Seventysixers,115,1,2017,2.5,8.0,215.0,30.0,8,18395.0,6.0,5.0,0,33.0,14.0,88.0,44.32,19.0,14.0,60.87,9.0,40,-8.0,-16.0,3,0,9.0,"['John Goble', 'Matt Boland', 'Ron Garretson']",-1,0.0,34.0,2.0,-2,4.0,5,12.0,16.0,130.0,17.0,37,92.5,Pistons Seventysixers,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Seventysixers,115,Pistons,108,0,2017,-2.5,8.0,215.0,32.0,9,18395.0,19.0,3.0,0,37.0,4.0,89.0,49.44,17.0,14.0,73.68,9.0,30,8.0,16.0,0,3,7.0,"['John Goble', 'Matt Boland', 'Ron Garretson']",-1,0.0,46.0,0.0,1,11.0,11,10.0,13.0,130.0,13.0,47,156.67,Seventysixers Pistons,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Raptors,96,Celtics,78,1,2017,-8.0,-30.0,204.0,23.0,-9,19963.0,20.0,6.0,0,36.0,12.0,92.0,43.48,25.0,6.0,75.0,8.0,22,-6.0,10.0,2,1,12.0,"['Ed Malloy', 'Brian Forte', 'Dedric Taylor']",-1,0.0,54.0,0.0,-2,10.0,-2,8.0,10.0,130.0,10.0,55,250.0,Raptors Celtics,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Celtics,78,Raptors,96,0,2017,8.0,-30.0,204.0,10.0,0,19963.0,6.0,3.0,0,35.0,9.0,75.0,33.33,16.0,25.0,89.29,8.0,24,6.0,-10.0,1,2,8.0,"['Ed Malloy', 'Brian Forte', 'Dedric Taylor']",2,0.0,34.0,0.0,-1,7.0,-1,8.0,3.0,130.0,16.0,53,220.83,Celtics Raptors,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bucks,111,Nets,119,1,2017,-9.5,10.5,219.5,21.0,0,18378.0,4.0,2.0,0,29.0,14.0,93.0,44.09,19.0,24.0,80.0,11.0,36,-6.0,-7.0,0,2,12.0,"['Zach Zarba', 'Ray Acosta', 'Gary Zielinski']",4,0.0,64.0,1.0,1,12.0,1,7.0,5.0,129.0,8.0,42,116.67,Bucks Nets,1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nets,119,Bucks,111,0,2017,9.5,10.5,219.5,30.0,-2,18378.0,11.0,12.0,0,37.0,7.0,75.0,54.67,21.0,18.0,85.71,11.0,53,6.0,7.0,2,0,4.0,"['Zach Zarba', 'Ray Acosta', 'Gary Zielinski']",-2,0.0,38.0,1.0,-1,3.0,-2,6.0,19.0,129.0,17.0,25,47.17,Nets Bucks,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cavaliers,119,Wizards,115,1,2017,-5.5,14.0,220.0,26.0,4,20562.0,15.0,3.0,0,30.0,20.0,77.0,54.55,14.0,22.0,78.57,6.0,30,13.0,5.0,1,2,5.0,"['Scott Foster', 'Bennie Adams', 'Derek Richardson']",-5,0.0,48.0,1.0,3,10.0,4,8.0,13.0,139.0,16.0,48,160.0,Cavaliers Wizards,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wizards,115,Cavaliers,119,0,2017,5.5,14.0,220.0,34.0,-2,20562.0,17.0,7.0,0,29.0,21.0,94.0,50.0,23.0,12.0,85.71,6.0,36,-13.0,-5.0,2,1,12.0,"['Scott Foster', 'Bennie Adams', 'Derek Richardson']",1,0.0,44.0,1.0,-2,8.0,-2,6.0,9.0,139.0,15.0,42,116.67,Wizards Cavaliers,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jazz,117,Clippers,95,1,2017,-7.5,0.5,211.5,27.0,-1,18306.0,30.0,8.0,1,28.0,6.0,83.0,53.01,22.0,19.0,67.86,0.0,33,10.0,16.0,1,2,10.0,"['James Capers', 'Tyler Ford', 'Josh Tiven']",3,0.0,50.0,1.0,1,7.0,3,10.0,10.0,131.0,9.0,45,136.36,Jazz Clippers,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Clippers,95,Jazz,117,0,2017,7.5,0.5,211.5,18.0,1,18306.0,0.0,3.0,1,28.0,4.0,79.0,44.3,25.0,22.0,78.57,0.0,36,-10.0,-16.0,2,1,11.0,"['James Capers', 'Tyler Ford', 'Josh Tiven']",1,0.0,52.0,1.0,2,7.0,1,11.0,3.0,131.0,16.0,42,116.67,Clippers Jazz,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Nuggets,100,Timberwolves,96,1,2017,-4.5,-28.0,224.0,21.0,-2,16415.0,7.0,7.0,1,34.0,10.0,89.0,39.33,17.0,19.0,86.36,12.0,35,3.0,-3.0,2,0,13.0,"['Ken Mauer', 'Gediminas Petraitis', 'James Williams']",-1,0.0,42.0,1.0,2,3.0,3,12.0,11.0,137.0,10.0,43,122.86,Nuggets Timberwolves,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Timberwolves,96,Nuggets,100,0,2017,4.5,-28.0,224.0,22.0,-2,16415.0,8.0,1.0,1,35.0,6.0,91.0,42.86,19.0,12.0,75.0,12.0,34,-3.0,3.0,0,2,12.0,"['Ken Mauer', 'Gediminas Petraitis', 'James Williams']",1,0.0,48.0,3.0,1,4.0,-1,7.0,6.0,137.0,8.0,44,129.41,Timberwolves Nuggets,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pacers,126,Warriors,106,1,2017,1.5,19.5,212.5,32.0,2,17923.0,26.0,3.0,0,34.0,29.0,93.0,53.76,24.0,11.0,73.33,7.0,32,1.0,11.0,0,1,13.0,"['David Guthrie', 'Marat Kogut', 'Mark Lindsay']",-2,0.0,56.0,1.0,-4,11.0,-1,6.0,15.0,125.0,12.0,46,143.75,Pacers Warriors,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Warriors,106,Pacers,126,0,2017,-1.5,19.5,212.5,29.0,1,17923.0,5.0,5.0,1,26.0,10.0,83.0,44.58,14.0,23.0,95.83,7.0,21,-1.0,-11.0,1,0,13.0,"['David Guthrie', 'Marat Kogut', 'Mark Lindsay']",-1,0.0,40.0,1.0,-1,6.0,3,2.0,9.0,125.0,16.0,57,271.43,Warriors Pacers,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Rockets,96,Trailblazers,94,1,2017,-10.0,-22.0,212.0,16.0,1,18055.0,24.0,5.0,1,32.0,19.0,73.0,46.58,16.0,15.0,62.5,4.0,15,19.0,22.0,0,3,6.0,"['Jason Phillips', 'Brent Barnaky', 'Rodney Mott']",1,0.0,32.0,1.0,1,10.0,1,7.0,13.0,132.0,15.0,63,420.0,Rockets Trailblazers,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Trailblazers,94,Rockets,96,0,2017,10.0,-22.0,212.0,16.0,-1,18055.0,3.0,2.0,1,35.0,16.0,85.0,45.88,20.0,9.0,64.29,4.0,30,-19.0,-22.0,3,0,12.0,"['Jason Phillips', 'Brent Barnaky', 'Rodney Mott']",2,0.0,54.0,1.0,-1,10.0,-1,7.0,7.0,132.0,18.0,48,160.0,Trailblazers Rockets,0,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Celtics,111,Bulls,104,1,2017,-7.5,11.5,203.5,35.0,-1,18624.0,10.0,7.0,0,40.0,4.0,81.0,55.56,15.0,7.0,41.18,18.0,25,0.0,-3.0,1,2,6.0,"['Eric Lewis', 'Nick Buchert', 'Michael Smith']",-1,0.0,46.0,1.0,-2,9.0,-2,7.0,14.0,121.0,18.0,53,212.0,Celtics Bulls,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Bulls,104,Celtics,111,0,2017,7.5,11.5,203.5,25.0,4,18624.0,11.0,0.0,0,34.0,6.0,86.0,46.51,22.0,10.0,58.82,18.0,51,0.0,3.0,2,1,9.0,"['Eric Lewis', 'Nick Buchert', 'Michael Smith']",1,0.0,44.0,2.0,2,15.0,3,3.0,14.0,121.0,17.0,27,52.94,Bulls Celtics,1,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Grizzlies,93,Kings,94,1,2017,2.5,-17.0,204.0,20.0,-1,16527.0,6.0,7.0,1,26.0,13.0,84.0,44.05,12.0,13.0,72.22,18.0,57,-3.0,4.0,0,2,12.0,"['Bill Kennedy', 'Matt Boland', 'JB DeRosa']",4,0.0,50.0,1.0,-3,7.0,-3,9.0,6.0,132.0,15.0,21,36.84,Grizzlies Kings,0,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kings,94,Grizzlies,93,0,2017,-2.5,-17.0,204.0,23.0,-1,16527.0,12.0,5.0,1,32.0,22.0,85.0,47.06,21.0,8.0,66.67,18.0,54,3.0,-4.0,2,0,10.0,"['Bill Kennedy', 'Matt Boland', 'JB DeRosa']",-3,0.0,52.0,2.0,-2,8.0,-1,12.0,6.0,132.0,15.0,25,46.3,Kings Grizzlies,0,1,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Knicks,122,Heat,98,1,2017,8.0,11.0,209.0,33.0,-3,19569.0,30.0,5.0,0,42.0,18.0,89.0,50.56,23.0,14.0,66.67,2.0,51,11.0,13.0,2,1,9.0,"['Sean Wright', 'Derek Richardson', 'Ben Taylor']",-1,0.0,44.0,2.0,2,7.0,-4,6.0,18.0,127.0,12.0,27,52.94,Knicks Heat,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heat,98,Knicks,122,0,2017,-8.0,11.0,209.0,20.0,1,19569.0,2.0,5.0,0,35.0,13.0,88.0,39.77,19.0,21.0,95.45,2.0,36,-11.0,-13.0,1,2,7.0,"['Sean Wright', 'Derek Richardson', 'Ben Taylor']",-2,0.0,42.0,1.0,-1,7.0,2,6.0,7.0,127.0,13.0,43,119.44,Heat Knicks,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lakers,96,Timberwolves,113,1,2017,5.0,-10.0,219.0,16.0,2,18997.0,12.0,2.0,1,40.0,21.0,79.0,39.24,21.0,26.0,81.25,12.0,44,-4.0,7.0,3,0,13.0,"['Bill Spooner', 'Mark Ayotte', 'J.T. Orr']",2,0.0,44.0,1.0,1,3.0,1,10.0,8.0,128.0,20.0,34,77.27,Lakers Timberwolves,0,-1,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
