date,team,points,o:team,o:points,total
20151027,Bulls,97,Cavaliers,95,197.5
20151027,Cavaliers,95,Bulls,97,197.5
20151027,Hawks,94,Pistons,106,197.5
20151027,Pistons,106,Hawks,94,197.5
20151027,Warriors,111,Pelicans,95,213.5
20151027,Pelicans,95,Warriors,111,213.5
20151028,Bucks,97,Knicks,122,194.5
20151028,Knicks,122,Bucks,97,194.5
20151028,Celtics,112,Seventysixers,95,198
20151028,Seventysixers,95,Celtics,112,198
20151028,Grizzlies,76,Cavaliers,106,187.5
20151028,Cavaliers,106,Grizzlies,76,187.5
20151028,Heat,104,Hornets,94,193.5
20151028,Hornets,94,Heat,104,193.5
20151028,Kings,104,Clippers,111,211.5
20151028,Clippers,111,Kings,104,211.5
20151028,Lakers,111,Timberwolves,112,202.5
20151028,Timberwolves,112,Lakers,111,202.5
20151028,Magic,87,Wizards,88,203.5
20151028,Wizards,88,Magic,87,203.5
20151028,Nets,100,Bulls,115,196.5
20151028,Bulls,115,Nets,100,196.5
20151028,Pistons,92,Jazz,87,190
20151028,Jazz,87,Pistons,92,190
20151028,Raptors,106,Pacers,99,199.5
20151028,Pacers,99,Raptors,106,199.5
20151028,Rockets,85,Nuggets,105,212
20151028,Nuggets,105,Rockets,85,212
20151028,Suns,95,Mavericks,111,204.5
20151028,Mavericks,111,Suns,95,204.5
20151028,Thunder,112,Spurs,106,208
20151028,Spurs,106,Thunder,112,208
20151028,Trailblazers,112,Pelicans,94,206
20151028,Pelicans,94,Trailblazers,112,206
20151029,Clippers,104,Mavericks,88,211.5
20151029,Mavericks,88,Clippers,104,211.5
20151029,Knicks,101,Hawks,112,199
20151029,Hawks,112,Knicks,101,199
20151029,Pacers,103,Grizzlies,112,190.5
20151029,Grizzlies,112,Pacers,103,190.5
20151030,Bucks,113,Wizards,118,200.5
20151030,Wizards,118,Bucks,113,200.5
20151030,Cavaliers,102,Heat,92,199.5
20151030,Heat,92,Cavaliers,102,199.5
20151030,Celtics,103,Raptors,113,202.5
20151030,Raptors,113,Celtics,103,202.5
20151030,Hawks,97,Hornets,94,194
20151030,Hornets,94,Hawks,97,194
20151030,Kings,132,Lakers,114,211
20151030,Lakers,114,Kings,132,211
20151030,Magic,136,Thunder,139,207
20151030,Thunder,139,Magic,136,207
20151030,Nuggets,78,Timberwolves,95,205
20151030,Timberwolves,95,Nuggets,78,205
20151030,Pistons,98,Bulls,94,202.5
20151030,Bulls,94,Pistons,98,202.5
20151030,Rockets,92,Warriors,112,215.5
20151030,Warriors,112,Rockets,92,215.5
20151030,Seventysixers,71,Jazz,99,186.5
20151030,Jazz,99,Seventysixers,71,186.5
20151030,Spurs,102,Nets,75,201.5
20151030,Nets,75,Spurs,102,201.5
20151030,Suns,110,Trailblazers,92,204
20151030,Trailblazers,92,Suns,110,204
20151031,Clippers,114,Kings,109,214.5
20151031,Kings,109,Clippers,114,214.5
20151031,Grizzlies,101,Nets,91,192
20151031,Nets,91,Grizzlies,101,192
20151031,Pacers,76,Jazz,97,191
20151031,Jazz,97,Pacers,76,191
20151031,Pelicans,120,Warriors,134,212.5
20151031,Warriors,134,Pelicans,120,212.5
20151031,Trailblazers,90,Suns,101,204.5
20151031,Suns,101,Trailblazers,90,204.5
20151031,Wizards,110,Knicks,117,205
20151031,Knicks,117,Wizards,110,205
20151101,Bulls,92,Magic,87,199
20151101,Magic,87,Bulls,92,199
20151101,Celtics,87,Spurs,95,201.5
20151101,Spurs,95,Celtics,87,201.5
20151101,Heat,109,Rockets,89,206
20151101,Rockets,89,Heat,109,206
20151101,Hornets,92,Hawks,94,194.5
20151101,Hawks,94,Hornets,92,194.5
20151101,Lakers,93,Mavericks,103,213
20151101,Mavericks,103,Lakers,93,213
20151101,Raptors,106,Bucks,87,200.5
20151101,Bucks,87,Raptors,106,200.5
20151101,Thunder,117,Nuggets,93,212
20151101,Nuggets,93,Thunder,117,212
20151102,Clippers,102,Suns,96,209.5
20151102,Suns,96,Clippers,102,209.5
20151102,Knicks,84,Spurs,94,202.5
20151102,Spurs,94,Knicks,84,202.5
20151102,Nets,96,Bucks,103,196.5
20151102,Bucks,103,Nets,96,196.5
20151102,Rockets,110,Thunder,105,216
20151102,Thunder,105,Rockets,110,216
20151102,Seventysixers,100,Cavaliers,107,195
20151102,Cavaliers,107,Seventysixers,100,195
20151102,Timberwolves,101,Trailblazers,106,205.5
20151102,Trailblazers,106,Timberwolves,101,205.5
20151102,Warriors,119,Grizzlies,69,203.5
20151102,Grizzlies,69,Warriors,119,203.5
20151103,Heat,92,Hawks,98,196
20151103,Hawks,98,Heat,92,196
20151103,Hornets,130,Bulls,105,194
20151103,Bulls,105,Hornets,130,194
20151103,Kings,89,Grizzlies,103,197
20151103,Grizzlies,103,Kings,89,197
20151103,Lakers,109,Nuggets,120,205.5
20151103,Nuggets,120,Lakers,109,205.5
20151103,Mavericks,91,Raptors,102,204
20151103,Raptors,102,Mavericks,91,204
20151103,Pelicans,94,Magic,103,204.5
20151103,Magic,103,Pelicans,94,204.5
20151103,Pistons,82,Pacers,94,200.5
20151103,Pacers,94,Pistons,82,200.5
20151104,Bucks,91,Seventysixers,87,195
20151104,Seventysixers,87,Bucks,91,195
20151104,Cavaliers,96,Knicks,86,204
20151104,Knicks,86,Cavaliers,96,204
20151104,Hawks,101,Nets,87,196.5
20151104,Nets,87,Hawks,101,196.5
20151104,Jazz,92,Trailblazers,108,189.5
20151104,Trailblazers,108,Jazz,92,189.5
20151104,Pacers,100,Celtics,98,203
20151104,Celtics,98,Pacers,100,203
20151104,Rockets,119,Magic,114,207.5
20151104,Magic,114,Rockets,119,207.5
20151104,Suns,118,Kings,97,209
20151104,Kings,97,Suns,118,209
20151104,Thunder,98,Raptors,103,211
20151104,Raptors,103,Thunder,98,211
20151104,Warriors,112,Clippers,108,219
20151104,Clippers,108,Warriors,112,219
20151104,Wizards,102,Spurs,99,201.5
20151104,Spurs,99,Wizards,102,201.5
20151105,Bulls,104,Thunder,98,211
20151105,Thunder,98,Bulls,104,211
20151105,Mavericks,94,Hornets,108,200.5
20151105,Hornets,108,Mavericks,94,200.5
20151105,Nuggets,84,Jazz,96,189.5
20151105,Jazz,96,Nuggets,84,189.5
20151105,Timberwolves,84,Heat,96,197
20151105,Heat,96,Timberwolves,84,197
20151105,Trailblazers,115,Grizzlies,96,193.5
20151105,Grizzlies,96,Trailblazers,115,193.5
20151106,Cavaliers,108,Seventysixers,102,196
20151106,Seventysixers,102,Cavaliers,108,196
20151106,Celtics,118,Wizards,98,210
20151106,Wizards,98,Celtics,118,210
20151106,Kings,110,Rockets,116,215.5
20151106,Rockets,116,Kings,110,215.5
20151106,Knicks,92,Bucks,99,196.5
20151106,Bucks,99,Knicks,92,196.5
20151106,Magic,92,Raptors,87,197
20151106,Raptors,87,Magic,92,197
20151106,Nets,98,Lakers,104,207.5
20151106,Lakers,104,Nets,98,207.5
20151106,Pacers,90,Heat,87,195
20151106,Heat,87,Pacers,90,195
20151106,Pelicans,115,Hawks,121,206
20151106,Hawks,121,Pelicans,115,206
20151106,Suns,92,Pistons,100,199
20151106,Pistons,100,Suns,92,199
20151106,Warriors,119,Nuggets,104,212.5
20151106,Nuggets,104,Warriors,119,212.5
20151107,Bucks,94,Nets,86,192.5
20151107,Nets,86,Bucks,94,192.5
20151107,Bulls,93,Timberwolves,102,200.5
20151107,Timberwolves,102,Bulls,93,200.5
20151107,Clippers,105,Rockets,109,214
20151107,Rockets,109,Clippers,105,214
20151107,Hawks,114,Wizards,99,206
20151107,Wizards,99,Hawks,114,206
20151107,Jazz,89,Grizzlies,79,180
20151107,Grizzlies,79,Jazz,89,180
20151107,Kings,94,Warriors,103,220.5
20151107,Warriors,103,Kings,94,220.5
20151107,Mavericks,107,Pelicans,98,209.5
20151107,Pelicans,98,Mavericks,107,209.5
20151107,Seventysixers,97,Magic,105,192
20151107,Magic,105,Seventysixers,97,192
20151107,Spurs,114,Hornets,94,194
20151107,Hornets,94,Spurs,114,194
20151108,Cavaliers,101,Pacers,97,196
20151108,Pacers,97,Cavaliers,101,196
20151108,Heat,96,Raptors,76,190
20151108,Raptors,76,Heat,96,190
20151108,Knicks,99,Lakers,95,209.5
20151108,Lakers,95,Knicks,99,209.5
20151108,Thunder,124,Suns,103,212.5
20151108,Suns,103,Thunder,124,212.5
20151108,Trailblazers,103,Pistons,120,199.5
20151108,Pistons,120,Trailblazers,103,199.5
20151109,Clippers,94,Grizzlies,92,200
20151109,Grizzlies,92,Clippers,94,200
20151109,Hawks,107,Timberwolves,117,205
20151109,Timberwolves,117,Hawks,107,205
20151109,Kings,88,Spurs,106,203
20151109,Spurs,106,Kings,88,203
20151109,Nuggets,108,Trailblazers,104,207
20151109,Trailblazers,104,Nuggets,108,207
20151109,Pacers,97,Magic,84,195
20151109,Magic,84,Pacers,97,195
20151109,Seventysixers,88,Bulls,111,198
20151109,Bulls,111,Seventysixers,88,198
20151109,Warriors,109,Pistons,95,208
20151109,Pistons,95,Warriors,109,208
20151110,Bucks,83,Celtics,99,202
20151110,Celtics,99,Bucks,83,202
20151110,Cavaliers,118,Jazz,114,187
20151110,Jazz,114,Cavaliers,118,187
20151110,Heat,101,Lakers,88,200
20151110,Lakers,88,Heat,101,200
20151110,Pelicans,120,Mavericks,105,211.5
20151110,Mavericks,105,Pelicans,120,211.5
20151110,Raptors,109,Knicks,111,196.5
20151110,Knicks,111,Raptors,109,196.5
20151110,Timberwolves,95,Hornets,104,200
20151110,Hornets,104,Timberwolves,95,200
20151110,Wizards,101,Thunder,125,218
20151110,Thunder,125,Wizards,101,218
20151111,Celtics,91,Pacers,102,202.5
20151111,Pacers,102,Celtics,91,202.5
20151111,Grizzlies,84,Warriors,100,200
20151111,Warriors,100,Grizzlies,84,200
20151111,Hawks,106,Pelicans,98,209
20151111,Pelicans,98,Hawks,106,209
20151111,Hornets,95,Knicks,93,198.5
20151111,Knicks,93,Hornets,95,198.5
20151111,Kings,101,Pistons,92,205
20151111,Pistons,92,Kings,101,205
20151111,Magic,101,Lakers,99,200.5
20151111,Lakers,99,Magic,101,200.5
20151111,Mavericks,118,Clippers,108,212.5
20151111,Clippers,108,Mavericks,118,212.5
20151111,Nuggets,103,Bucks,102,196
20151111,Bucks,102,Nuggets,103,196
20151111,Rockets,98,Nets,106,206
20151111,Nets,106,Rockets,98,206
20151111,Seventysixers,103,Raptors,119,194
20151111,Raptors,119,Seventysixers,103,194
20151111,Trailblazers,101,Spurs,113,206
20151111,Spurs,113,Trailblazers,101,206
20151112,Heat,92,Jazz,91,183.5
20151112,Jazz,91,Heat,92,183.5
20151112,Suns,118,Clippers,104,208
20151112,Clippers,104,Suns,118,208
20151112,Timberwolves,116,Warriors,129,211
20151112,Warriors,129,Timberwolves,116,211
20151113,Bulls,102,Hornets,97,199
20151113,Hornets,97,Bulls,102,199
20151113,Celtics,106,Hawks,93,206
20151113,Hawks,93,Celtics,106,206
20151113,Grizzlies,101,Trailblazers,100,195
20151113,Trailblazers,100,Grizzlies,101,195
20151113,Kings,111,Nets,109,203.5
20151113,Nets,109,Kings,111,203.5
20151113,Knicks,84,Cavaliers,90,200.5
20151113,Cavaliers,90,Knicks,84,200.5
20151113,Magic,102,Jazz,93,187.5
20151113,Jazz,93,Magic,102,187.5
20151113,Mavericks,90,Lakers,82,209
20151113,Lakers,82,Mavericks,90,209
20151113,Nuggets,107,Rockets,98,211
20151113,Rockets,98,Nuggets,107,211
20151113,Pacers,107,Timberwolves,103,200
20151113,Timberwolves,103,Pacers,107,200
20151113,Raptors,100,Pelicans,81,205.5
20151113,Pelicans,81,Raptors,100,205.5
20151113,Thunder,102,Seventysixers,85,207
20151113,Seventysixers,85,Thunder,102,207
20151114,Bucks,108,Cavaliers,105,196
20151114,Cavaliers,105,Bucks,108,196
20151114,Clippers,101,Pistons,96,198
20151114,Pistons,96,Clippers,101,198
20151114,Rockets,98,Mavericks,110,208.5
20151114,Mavericks,110,Rockets,98,208.5
20151114,Spurs,92,Seventysixers,83,194
20151114,Seventysixers,83,Spurs,92,194
20151114,Suns,105,Nuggets,81,205.5
20151114,Nuggets,81,Suns,105,205.5
20151114,Warriors,107,Nets,99,208.5
20151114,Nets,99,Warriors,107,208.5
20151114,Wizards,108,Magic,99,204.5
20151114,Magic,99,Wizards,108,204.5
20151115,Hawks,96,Jazz,97,193
20151115,Jazz,97,Hawks,96,193
20151115,Hornets,106,Trailblazers,94,204
20151115,Trailblazers,94,Hornets,106,204
20151115,Kings,107,Raptors,101,208
20151115,Raptors,101,Kings,107,208
20151115,Knicks,95,Pelicans,87,203
20151115,Pelicans,87,Knicks,95,203
20151115,Lakers,97,Pistons,85,200.5
20151115,Pistons,85,Lakers,97,200.5
20151115,Thunder,85,Celtics,100,210.5
20151115,Celtics,100,Thunder,85,210.5
20151115,Timberwolves,106,Grizzlies,114,195
20151115,Grizzlies,114,Timberwolves,106,195
20151116,Bulls,96,Pacers,95,197.5
20151116,Pacers,95,Bulls,96,197.5
20151116,Grizzlies,122,Thunder,114,200
20151116,Thunder,114,Grizzlies,122,200
20151116,Rockets,95,Celtics,111,207
20151116,Celtics,111,Rockets,95,207
20151116,Seventysixers,86,Mavericks,92,201
20151116,Mavericks,92,Seventysixers,86,201
20151116,Spurs,93,Trailblazers,80,200.5
20151116,Trailblazers,80,Spurs,93,200.5
20151116,Suns,120,Lakers,101,207
20151116,Lakers,101,Suns,120,207
20151117,Heat,91,Timberwolves,103,195.5
20151117,Timberwolves,103,Heat,91,195.5
20151117,Knicks,102,Hornets,94,196.5
20151117,Hornets,94,Knicks,102,196.5
20151117,Nets,90,Hawks,88,197
20151117,Hawks,88,Nets,90,197
20151117,Pelicans,98,Nuggets,115,206
20151117,Nuggets,115,Pelicans,98,206
20151117,Pistons,104,Cavaliers,99,194.5
20151117,Cavaliers,99,Pistons,104,194.5
20151117,Warriors,115,Raptors,110,208.5
20151117,Raptors,110,Warriors,115,208.5
20151117,Wizards,115,Bucks,86,200.5
20151117,Bucks,86,Wizards,115,200.5
20151118,Celtics,102,Mavericks,106,207
20151118,Mavericks,106,Celtics,102,207
20151118,Hawks,103,Kings,97,208.5
20151118,Kings,97,Hawks,103,208.5
20151118,Hornets,116,Nets,111,196
20151118,Nets,111,Hornets,116,196
20151118,Jazz,93,Raptors,89,189
20151118,Raptors,89,Jazz,93,189
20151118,Magic,104,Timberwolves,101,204
20151118,Timberwolves,101,Magic,104,204
20151118,Rockets,108,Trailblazers,103,210
20151118,Trailblazers,103,Rockets,108,210
20151118,Seventysixers,85,Pacers,112,191.5
20151118,Pacers,112,Seventysixers,85,191.5
20151118,Spurs,109,Nuggets,98,196
20151118,Nuggets,98,Spurs,109,196
20151118,Suns,97,Bulls,103,203
20151118,Bulls,103,Suns,97,203
20151118,Thunder,110,Pelicans,103,212
20151118,Pelicans,103,Thunder,110,212
20151119,Cavaliers,115,Bucks,100,194
20151119,Bucks,100,Cavaliers,115,194
20151119,Clippers,117,Warriors,124,213
20151119,Warriors,124,Clippers,117,213
20151119,Heat,116,Kings,109,203
20151119,Kings,109,Heat,116,203
20151120,Celtics,120,Nets,95,203.5
20151120,Nets,95,Celtics,120,203.5
20151120,Grizzlies,96,Rockets,84,200
20151120,Rockets,84,Grizzlies,96,200
20151120,Hornets,113,Seventysixers,88,197.5
20151120,Seventysixers,88,Hornets,113,197.5
20151120,Lakers,91,Raptors,102,203
20151120,Raptors,102,Lakers,91,203
20151120,Mavericks,102,Jazz,93,196
20151120,Jazz,93,Mavericks,102,196
20151120,Nuggets,107,Suns,114,206.5
20151120,Suns,114,Nuggets,107,206.5
20151120,Pelicans,104,Spurs,90,200.5
20151120,Spurs,90,Pelicans,104,200.5
20151120,Thunder,90,Knicks,93,206.5
20151120,Knicks,93,Thunder,90,206.5
20151120,Timberwolves,86,Pistons,96,201.5
20151120,Pistons,96,Timberwolves,86,201.5
20151120,Trailblazers,102,Clippers,91,209
20151120,Clippers,91,Trailblazers,102,209
20151120,Warriors,106,Bulls,94,208
20151120,Bulls,94,Warriors,106,208
20151121,Cavaliers,109,Hawks,97,199
20151121,Hawks,97,Cavaliers,109,199
20151121,Heat,96,Seventysixers,91,193
20151121,Seventysixers,91,Heat,96,193
20151121,Magic,91,Kings,97,207
20151121,Kings,97,Magic,91,207
20151121,Pacers,123,Bucks,86,193.5
20151121,Bucks,86,Pacers,123,193.5
20151121,Pistons,95,Wizards,97,204
20151121,Wizards,97,Pistons,95,204
20151121,Rockets,102,Knicks,107,203.5
20151121,Knicks,107,Rockets,102,203.5
20151121,Spurs,92,Grizzlies,82,190
20151121,Grizzlies,82,Spurs,92,190
20151122,Clippers,80,Raptors,91,206
20151122,Raptors,91,Clippers,80,206
20151122,Lakers,93,Trailblazers,107,203
20151122,Trailblazers,107,Lakers,93,203
20151122,Nets,111,Celtics,101,203
20151122,Celtics,101,Nets,111,203
20151122,Nuggets,105,Warriors,118,212.5
20151122,Warriors,118,Nuggets,105,212.5
20151122,Pelicans,122,Suns,116,210.5
20151122,Suns,116,Pelicans,122,210.5
20151122,Thunder,117,Mavericks,114,209.5
20151122,Mavericks,114,Thunder,117,209.5
20151123,Bucks,109,Pistons,88,191
20151123,Pistons,88,Bucks,109,191
20151123,Cavaliers,117,Magic,103,199
20151123,Magic,103,Cavaliers,117,199
20151123,Heat,95,Knicks,78,190
20151123,Knicks,78,Heat,95,190
20151123,Hornets,127,Kings,122,211.5
20151123,Kings,122,Hornets,127,211.5
20151123,Jazz,89,Thunder,111,198.5
20151123,Thunder,111,Jazz,89,198.5
20151123,Spurs,98,Suns,84,196.5
20151123,Suns,84,Spurs,98,196.5
20151123,Timberwolves,100,Seventysixers,95,200
20151123,Seventysixers,95,Timberwolves,100,200
20151124,Grizzlies,110,Mavericks,96,196.5
20151124,Mavericks,96,Grizzlies,110,196.5
20151124,Hawks,121,Celtics,97,205
20151124,Celtics,97,Hawks,121,205
20151124,Nuggets,94,Clippers,111,207
20151124,Clippers,111,Nuggets,94,207
20151124,Trailblazers,88,Bulls,93,201.5
20151124,Bulls,93,Trailblazers,88,201.5
20151124,Warriors,111,Lakers,77,215
20151124,Lakers,77,Warriors,111,215
20151124,Wizards,106,Pacers,123,207.5
20151124,Pacers,123,Wizards,106,207.5
20151125,Bucks,118,Kings,129,210.5
20151125,Kings,129,Bucks,118,210.5
20151125,Celtics,84,Seventysixers,80,200
20151125,Seventysixers,80,Celtics,84,200
20151125,Clippers,91,Jazz,102,196.5
20151125,Jazz,102,Clippers,91,196.5
20151125,Hornets,101,Wizards,87,210
20151125,Wizards,87,Hornets,101,210
20151125,Magic,100,Knicks,91,195
20151125,Knicks,91,Magic,100,195
20151125,Pistons,104,Heat,81,186.5
20151125,Heat,81,Pistons,104,186.5
20151125,Raptors,103,Cavaliers,99,199
20151125,Cavaliers,99,Raptors,103,199
20151125,Rockets,93,Grizzlies,102,197
20151125,Grizzlies,102,Rockets,93,197
20151125,Spurs,88,Mavericks,83,197.5
20151125,Mavericks,83,Spurs,88,197.5
20151125,Suns,114,Pelicans,120,211
20151125,Pelicans,120,Suns,114,211
20151125,Thunder,110,Nets,99,210
20151125,Nets,99,Thunder,110,210
20151125,Timberwolves,99,Hawks,95,205.5
20151125,Hawks,95,Timberwolves,99,205.5
20151127,Celtics,111,Wizards,78,210.5
20151127,Wizards,78,Celtics,111,210.5
20151127,Clippers,111,Pelicans,90,213.5
20151127,Pelicans,90,Clippers,111,213.5
20151127,Grizzlies,101,Hawks,116,195.5
20151127,Hawks,116,Grizzlies,101,195.5
20151127,Hornets,90,Cavaliers,95,205
20151127,Cavaliers,95,Hornets,90,205
20151127,Kings,91,Timberwolves,101,218
20151127,Timberwolves,101,Kings,91,218
20151127,Knicks,78,Heat,97,186.5
20151127,Heat,97,Knicks,78,186.5
20151127,Magic,114,Bucks,90,199.5
20151127,Bucks,90,Magic,114,199.5
20151127,Nuggets,80,Spurs,91,195
20151127,Spurs,91,Nuggets,80,195
20151127,Pacers,104,Bulls,92,199
20151127,Bulls,92,Pacers,104,199
20151127,Rockets,116,Seventysixers,114,197
20151127,Seventysixers,114,Rockets,116,197
20151127,Suns,116,Warriors,135,216.5
20151127,Warriors,135,Suns,116,216.5
20151127,Thunder,103,Pistons,87,207
20151127,Pistons,87,Thunder,103,207
20151128,Cavaliers,90,Nets,88,200.5
20151128,Nets,88,Cavaliers,90,200.5
20151128,Jazz,101,Pelicans,87,196
20151128,Pelicans,87,Jazz,101,196
20151128,Mavericks,92,Nuggets,81,205
20151128,Nuggets,81,Mavericks,92,205
20151128,Spurs,108,Hawks,88,193
20151128,Hawks,88,Spurs,108,193
20151128,Trailblazers,108,Lakers,96,203
20151128,Lakers,96,Trailblazers,108,203
20151128,Warriors,120,Kings,101,221.5
20151128,Kings,101,Warriors,120,221.5
20151128,Wizards,82,Raptors,84,202.5
20151128,Raptors,84,Wizards,82,202.5
20151129,Clippers,107,Timberwolves,99,206
20151129,Timberwolves,99,Clippers,107,206
20151129,Grizzlies,92,Seventysixers,84,193
20151129,Seventysixers,84,Grizzlies,92,193
20151129,Hornets,87,Bucks,82,201
20151129,Bucks,82,Hornets,87,201
20151129,Knicks,111,Rockets,116,200
20151129,Rockets,116,Knicks,111,200
20151129,Lakers,103,Pacers,107,202
20151129,Pacers,107,Lakers,103,202
20151129,Magic,110,Celtics,91,202
20151129,Celtics,91,Magic,110,202
20151129,Nets,87,Pistons,83,193
20151129,Pistons,83,Nets,87,193
20151129,Raptors,102,Suns,107,204.5
20151129,Suns,107,Raptors,102,204.5
20151130,Bucks,92,Nuggets,74,200.5
20151130,Nuggets,74,Bucks,92,200.5
20151130,Bulls,92,Spurs,89,190.5
20151130,Spurs,89,Bulls,92,190.5
20151130,Clippers,102,Trailblazers,87,206.5
20151130,Trailblazers,87,Clippers,102,206.5
20151130,Hawks,106,Thunder,100,211.5
20151130,Thunder,100,Hawks,106,211.5
20151130,Heat,95,Celtics,105,194
20151130,Celtics,105,Heat,95,194
20151130,Jazz,103,Warriors,106,201.5
20151130,Warriors,106,Jazz,103,201.5
20151130,Kings,112,Mavericks,98,213
20151130,Mavericks,98,Kings,112,213
20151130,Pistons,116,Rockets,105,198
20151130,Rockets,105,Pistons,116,198
20151201,Cavaliers,85,Wizards,97,203
20151201,Wizards,97,Cavaliers,85,203
20151201,Nets,94,Suns,91,207
20151201,Suns,91,Nets,94,207
20151201,Pelicans,104,Grizzlies,113,201
20151201,Grizzlies,113,Pelicans,104,201
20151201,Seventysixers,103,Lakers,91,195.5
20151201,Lakers,91,Seventysixers,103,195.5
20151201,Timberwolves,93,Magic,96,202
20151201,Magic,96,Timberwolves,93,202
20151201,Trailblazers,112,Mavericks,115,201
20151201,Mavericks,115,Trailblazers,112,201
20151202,Bulls,99,Nuggets,90,197
20151202,Nuggets,90,Bulls,99,197
20151202,Clippers,91,Pacers,103,203
20151202,Pacers,103,Clippers,91,203
20151202,Hawks,86,Raptors,96,196.5
20151202,Raptors,96,Hawks,86,196.5
20151202,Hornets,99,Warriors,116,210
20151202,Warriors,116,Hornets,99,210
20151202,Knicks,99,Seventysixers,87,191
20151202,Seventysixers,87,Knicks,99,191
20151202,Pistons,127,Suns,122,203.5
20151202,Suns,122,Pistons,127,203.5
20151202,Rockets,108,Pelicans,101,213.5
20151202,Pelicans,101,Rockets,108,213.5
20151202,Spurs,95,Bucks,70,188
20151202,Bucks,70,Spurs,95,188
20151202,Wizards,104,Lakers,108,204
20151202,Lakers,108,Wizards,104,204
20151203,Grizzlies,83,Spurs,103,183
20151203,Spurs,103,Grizzlies,83,183
20151203,Heat,97,Thunder,95,203
20151203,Thunder,95,Heat,97,203
20151203,Jazz,94,Magic,103,192
20151203,Magic,103,Jazz,94,192
20151203,Kings,97,Celtics,114,214
20151203,Celtics,114,Kings,97,214
20151203,Raptors,105,Nuggets,106,193
20151203,Nuggets,106,Raptors,105,193
20151203,Trailblazers,123,Pacers,111,202.5
20151203,Pacers,111,Trailblazers,123,202.5
20151204,Hawks,100,Lakers,87,204
20151204,Lakers,87,Hawks,100,204
20151204,Knicks,108,Nets,91,192.5
20151204,Nets,91,Knicks,108,192.5
20151204,Mavericks,96,Rockets,100,210.5
20151204,Rockets,100,Mavericks,96,210.5
20151204,Pelicans,114,Cavaliers,108,208.5
20151204,Cavaliers,108,Pelicans,114,208.5
20151204,Pistons,102,Bucks,95,193.5
20151204,Bucks,95,Pistons,102,193.5
20151204,Wizards,109,Suns,106,214
20151204,Suns,106,Wizards,109,214
20151205,Bucks,106,Knicks,91,191
20151205,Knicks,91,Bucks,106,191
20151205,Bulls,96,Hornets,102,195.5
20151205,Hornets,102,Bulls,96,195.5
20151205,Clippers,103,Magic,101,196.5
20151205,Magic,101,Clippers,103,196.5
20151205,Heat,99,Cavaliers,84,188
20151205,Cavaliers,84,Heat,99,188
20151205,Jazz,122,Pacers,119,195
20151205,Pacers,119,Jazz,122,195
20151205,Raptors,109,Warriors,112,210
20151205,Warriors,112,Raptors,109,210
20151205,Rockets,120,Kings,113,218
20151205,Kings,113,Rockets,120,218
20151205,Seventysixers,105,Nuggets,108,194
20151205,Nuggets,108,Seventysixers,105,194
20151205,Spurs,108,Celtics,105,191
20151205,Celtics,105,Spurs,108,191
20151205,Timberwolves,103,Trailblazers,109,204
20151205,Trailblazers,109,Timberwolves,103,204
20151206,Grizzlies,95,Suns,93,203.5
20151206,Suns,93,Grizzlies,95,203.5
20151206,Nets,98,Warriors,114,209
20151206,Warriors,114,Nets,98,209
20151206,Pistons,111,Lakers,91,199
20151206,Lakers,91,Pistons,111,199
20151206,Thunder,98,Kings,95,220.5
20151206,Kings,95,Thunder,98,220.5
20151206,Wizards,104,Mavericks,116,208
20151206,Mavericks,116,Wizards,104,208
20151207,Bucks,90,Trailblazers,88,199
20151207,Trailblazers,88,Bucks,90,199
20151207,Bulls,101,Suns,103,204
20151207,Suns,103,Bulls,101,204
20151207,Heat,103,Wizards,114,197
20151207,Wizards,114,Heat,103,197
20151207,Hornets,104,Pistons,84,196
20151207,Pistons,84,Hornets,104,196
20151207,Knicks,97,Mavericks,104,198.5
20151207,Mavericks,104,Knicks,97,198.5
20151207,Pelicans,93,Celtics,111,210.5
20151207,Celtics,111,Pelicans,93,210.5
20151207,Raptors,102,Lakers,93,198.5
20151207,Lakers,93,Raptors,102,198.5
20151207,Seventysixers,68,Spurs,119,188.5
20151207,Spurs,119,Seventysixers,68,188.5
20151207,Timberwolves,106,Clippers,110,205
20151207,Clippers,110,Timberwolves,106,205
20151208,Cavaliers,105,Trailblazers,100,200
20151208,Trailblazers,100,Cavaliers,105,200
20151208,Grizzlies,88,Thunder,125,202.5
20151208,Thunder,125,Grizzlies,88,202.5
20151208,Kings,114,Jazz,106,205.5
20151208,Jazz,106,Kings,114,205.5
20151208,Nets,110,Rockets,105,207
20151208,Rockets,105,Nets,110,207
20151208,Nuggets,74,Magic,85,198.5
20151208,Magic,85,Nuggets,74,198.5
20151208,Pacers,123,Warriors,131,215
20151208,Warriors,131,Pacers,123,215
20151209,Bucks,95,Clippers,109,201
20151209,Clippers,109,Bucks,95,201
20151209,Celtics,105,Bulls,100,200.5
20151209,Bulls,100,Celtics,105,200.5
20151209,Hornets,99,Heat,81,192.5
20151209,Heat,81,Hornets,99,192.5
20151209,Jazz,106,Knicks,85,191.5
20151209,Knicks,85,Jazz,106,191.5
20151209,Mavericks,95,Hawks,98,203
20151209,Hawks,98,Mavericks,95,203
20151209,Pistons,92,Grizzlies,93,193
20151209,Grizzlies,93,Pistons,92,193
20151209,Raptors,97,Spurs,94,188
20151209,Spurs,94,Raptors,97,188
20151209,Suns,107,Magic,104,206.5
20151209,Magic,104,Suns,107,206.5
20151209,Timberwolves,123,Lakers,122,204.5
