date,team,points,o:team,o:points,total
20160210,Bulls,90,Hawks,113,205
20160210,Hawks,113,Bulls,90,205
20160210,Cavaliers,120,Lakers,111,210
20160210,Lakers,111,Cavaliers,120,210
20160210,Celtics,139,Clippers,134,211
20160210,Clippers,134,Celtics,139,211
20160210,Magic,96,Spurs,98,202.5
20160210,Spurs,98,Magic,96,202.5
20160210,Nets,90,Grizzlies,109,198.5
20160210,Grizzlies,109,Nets,90,198.5
20160210,Pacers,95,Hornets,117,201
20160210,Hornets,117,Pacers,95,201
20160210,Pelicans,100,Jazz,96,195
20160210,Jazz,96,Pelicans,100,195
20160210,Pistons,92,Nuggets,103,207
20160210,Nuggets,103,Pistons,92,207
20160210,Seventysixers,110,Kings,114,219
20160210,Kings,114,Seventysixers,110,219
20160210,Suns,104,Warriors,112,219.5
20160210,Warriors,112,Suns,104,219.5
20160210,Timberwolves,117,Raptors,112,207
20160210,Raptors,112,Timberwolves,117,207
20160210,Trailblazers,116,Rockets,103,216
20160210,Rockets,103,Trailblazers,116,216
20160211,Bucks,99,Wizards,92,213
20160211,Wizards,92,Bucks,99,213
20160211,Thunder,121,Pelicans,95,218.5
20160211,Pelicans,95,Thunder,121,218.5
20160218,Cavaliers,106,Bulls,95,206
20160218,Bulls,95,Cavaliers,106,206
20160218,Clippers,105,Spurs,86,206
20160218,Spurs,86,Clippers,105,206
20160218,Wizards,103,Jazz,89,196.5
20160218,Jazz,89,Wizards,103,196.5
20160219,Bucks,95,Hornets,98,202
20160219,Hornets,98,Bucks,95,202
20160219,Bulls,116,Raptors,106,201
20160219,Raptors,106,Bulls,116,201
20160219,Grizzlies,109,Timberwolves,104,205
20160219,Timberwolves,104,Grizzlies,109,205
20160219,Hawks,111,Heat,115,196.5
20160219,Heat,115,Hawks,111,196.5
20160219,Jazz,111,Celtics,93,196
20160219,Celtics,93,Jazz,111,196
20160219,Kings,116,Nuggets,110,218
20160219,Nuggets,110,Kings,116,218
20160219,Lakers,113,Spurs,119,203.5
20160219,Spurs,119,Lakers,113,203.5
20160219,Magic,110,Mavericks,104,202.5
20160219,Mavericks,104,Magic,110,202.5
20160219,Nets,109,Knicks,98,202
20160219,Knicks,98,Nets,109,202
20160219,Pelicans,121,Seventysixers,114,207.5
20160219,Seventysixers,114,Pelicans,121,207.5
20160219,Suns,100,Rockets,116,214.5
20160219,Rockets,116,Suns,100,214.5
20160219,Thunder,98,Pacers,101,215
20160219,Pacers,101,Thunder,98,215
20160219,Trailblazers,137,Warriors,105,225
20160219,Warriors,105,Trailblazers,137,225
20160219,Wizards,98,Pistons,86,208.5
20160219,Pistons,86,Wizards,98,208.5
20160220,Clippers,112,Warriors,115,226.5
20160220,Warriors,115,Clippers,112,226.5
20160220,Hawks,109,Bucks,117,207
20160220,Bucks,117,Hawks,109,207
20160220,Heat,114,Wizards,94,201
20160220,Wizards,94,Heat,114,201
20160220,Timberwolves,95,Knicks,103,207
20160220,Knicks,103,Timberwolves,95,207
20160221,Bulls,126,Lakers,115,209
20160221,Lakers,115,Bulls,126,209
20160221,Magic,102,Pacers,105,202.5
20160221,Pacers,105,Magic,102,202.5
20160221,Mavericks,129,Seventysixers,103,204
20160221,Seventysixers,103,Mavericks,129,204
20160221,Nets,96,Hornets,104,203
20160221,Hornets,104,Nets,96,203
20160221,Nuggets,101,Celtics,121,214.5
20160221,Celtics,121,Nuggets,101,214.5
20160221,Pistons,106,Pelicans,111,206.5
20160221,Pelicans,111,Pistons,106,206.5
20160221,Raptors,98,Grizzlies,85,203
20160221,Grizzlies,85,Raptors,98,203
20160221,Suns,111,Spurs,118,204.5
20160221,Spurs,118,Suns,111,204.5
20160221,Thunder,92,Cavaliers,115,217
20160221,Cavaliers,115,Thunder,92,217
20160221,Trailblazers,115,Jazz,111,198
20160221,Jazz,111,Trailblazers,115,198
20160222,Bucks,108,Lakers,101,209
20160222,Lakers,101,Bucks,108,209
20160222,Cavaliers,88,Pistons,96,206.5
20160222,Pistons,96,Cavaliers,88,206.5
20160222,Clippers,124,Suns,84,210
20160222,Suns,84,Clippers,124,210
20160222,Hawks,92,Warriors,102,225
20160222,Warriors,102,Hawks,92,225
20160222,Heat,101,Pacers,93,202.5
20160222,Pacers,93,Heat,101,202.5
20160222,Knicks,95,Raptors,122,203
20160222,Raptors,122,Knicks,95,203
20160222,Timberwolves,124,Celtics,122,217.5
20160222,Celtics,122,Timberwolves,124,217.5
20160223,Jazz,117,Rockets,114,204
20160223,Rockets,114,Jazz,117,204
20160223,Nuggets,110,Kings,114,223
20160223,Kings,114,Nuggets,110,223
20160223,Seventysixers,115,Magic,124,208
20160223,Magic,124,Seventysixers,115,208
20160223,Trailblazers,112,Nets,104,212
20160223,Nets,104,Trailblazers,112,212
20160223,Wizards,109,Pelicans,89,215
20160223,Pelicans,89,Wizards,109,215
20160224,Bulls,109,Wizards,104,212.5
20160224,Wizards,104,Bulls,109,212.5
20160224,Cavaliers,114,Hornets,103,207
20160224,Hornets,103,Cavaliers,114,207
20160224,Clippers,81,Nuggets,87,213.5
20160224,Nuggets,87,Clippers,81,213.5
20160224,Grizzlies,128,Lakers,119,208
20160224,Lakers,119,Grizzlies,128,208
20160224,Heat,112,Warriors,118,218
20160224,Warriors,118,Heat,112,218
20160224,Kings,92,Spurs,108,217.5
20160224,Spurs,108,Kings,92,217.5
20160224,Mavericks,103,Thunder,116,214.5
20160224,Thunder,116,Mavericks,103,214.5
20160224,Pacers,108,Knicks,105,202
20160224,Knicks,105,Pacers,108,202
20160224,Pistons,111,Seventysixers,91,209
20160224,Seventysixers,91,Pistons,111,209
20160224,Raptors,114,Timberwolves,105,213
20160224,Timberwolves,105,Raptors,114,213
20160225,Celtics,112,Bucks,107,214.5
20160225,Bucks,107,Celtics,112,214.5
20160225,Jazz,78,Spurs,96,193
20160225,Spurs,96,Jazz,78,193
20160225,Magic,114,Warriors,130,223.5
20160225,Warriors,130,Magic,114,223.5
20160225,Pelicans,123,Thunder,119,221.5
20160225,Thunder,119,Pelicans,123,221.5
20160225,Suns,106,Nets,116,208
20160225,Nets,116,Suns,106,208
20160225,Trailblazers,105,Rockets,119,221.5
20160225,Rockets,119,Trailblazers,105,221.5
20160226,Hawks,103,Bulls,88,208
20160226,Bulls,88,Hawks,103,208
20160226,Kings,107,Clippers,117,219
20160226,Clippers,117,Kings,107,219
20160226,Knicks,108,Magic,95,208
20160226,Magic,95,Knicks,108,208
20160226,Lakers,95,Grizzlies,112,211
20160226,Grizzlies,112,Lakers,95,211
20160226,Mavericks,122,Nuggets,116,209.5
20160226,Nuggets,116,Mavericks,122,209.5
20160226,Pacers,95,Hornets,96,203.5
20160226,Hornets,96,Pacers,95,203.5
20160226,Raptors,99,Cavaliers,97,206.5
20160226,Cavaliers,97,Raptors,99,206.5
20160226,Seventysixers,94,Wizards,103,216
20160226,Wizards,103,Seventysixers,94,216
20160227,Bucks,91,Pistons,102,202.5
20160227,Pistons,102,Bucks,91,202.5
20160227,Bulls,95,Trailblazers,103,209.5
20160227,Trailblazers,103,Bulls,95,209.5
20160227,Celtics,101,Heat,89,211
20160227,Heat,89,Celtics,101,211
20160227,Jazz,96,Nets,98,196.5
20160227,Nets,98,Jazz,96,196.5
20160227,Pelicans,110,Timberwolves,112,219
20160227,Timberwolves,112,Pelicans,110,219
20160227,Rockets,94,Spurs,104,213.5
20160227,Spurs,104,Rockets,94,213.5
20160227,Suns,111,Grizzlies,106,208
20160227,Grizzlies,106,Suns,111,208
20160227,Thunder,118,Warriors,121,233.5
20160227,Warriors,121,Thunder,118,233.5
20160228,Hawks,87,Hornets,76,201.5
20160228,Hornets,76,Hawks,87,201.5
20160228,Knicks,81,Heat,98,197.5
20160228,Heat,98,Knicks,81,197.5
20160228,Magic,130,Seventysixers,116,214
20160228,Seventysixers,116,Magic,130,214
20160228,Mavericks,128,Timberwolves,101,213
20160228,Timberwolves,101,Mavericks,128,213
20160228,Pacers,102,Trailblazers,111,209
20160228,Trailblazers,111,Pacers,102,209
20160228,Pistons,114,Raptors,101,202.5
20160228,Raptors,101,Pistons,114,202.5
20160228,Wizards,113,Cavaliers,99,206.5
20160228,Cavaliers,99,Wizards,113,206.5
20160229,Bucks,128,Rockets,121,215.5
20160229,Rockets,121,Bucks,128,215.5
20160229,Cavaliers,100,Pacers,96,202
20160229,Pacers,96,Cavaliers,100,202
20160229,Celtics,100,Jazz,95,204
20160229,Jazz,95,Celtics,100,204
20160229,Clippers,105,Nets,95,211.5
20160229,Nets,95,Clippers,105,211.5
20160229,Kings,116,Thunder,131,227.5
20160229,Thunder,131,Kings,116,227.5
20160229,Nuggets,96,Grizzlies,103,205
20160229,Grizzlies,103,Nuggets,96,205
20160229,Wizards,116,Seventysixers,108,215
20160229,Seventysixers,108,Wizards,116,215
20160301,Heat,129,Bulls,111,201
20160301,Bulls,111,Heat,129,201
20160301,Hornets,126,Suns,92,209.5
20160301,Suns,92,Hornets,126,209.5
20160301,Knicks,85,Trailblazers,104,208
20160301,Trailblazers,104,Knicks,85,208
20160301,Lakers,107,Nets,101,212
20160301,Nets,101,Lakers,107,212
20160301,Mavericks,121,Magic,108,214
20160301,Magic,108,Mavericks,121,214
20160301,Warriors,109,Hawks,105,215
20160301,Hawks,105,Warriors,109,215
20160302,Bucks,99,Pacers,104,204
20160302,Pacers,104,Bucks,99,204
20160302,Celtics,116,Trailblazers,93,218
20160302,Trailblazers,93,Celtics,116,218
20160302,Clippers,103,Thunder,98,218
20160302,Thunder,98,Clippers,103,218
20160302,Grizzlies,104,Kings,98,214.5
20160302,Kings,98,Grizzlies,104,214.5
20160302,Magic,102,Bulls,89,213
20160302,Bulls,89,Magic,102,213
20160302,Nuggets,117,Lakers,107,212.5
20160302,Lakers,107,Nuggets,117,212.5
20160302,Raptors,104,Jazz,94,193.5
20160302,Jazz,94,Raptors,104,193.5
20160302,Rockets,100,Pelicans,95,221.5
20160302,Pelicans,95,Rockets,100,221.5
20160302,Seventysixers,99,Hornets,119,209.5
20160302,Hornets,119,Seventysixers,99,209.5
20160302,Spurs,97,Pistons,81,201
20160302,Pistons,81,Spurs,97,201
20160302,Timberwolves,98,Wizards,104,219.5
20160302,Wizards,104,Timberwolves,98,219.5
20160303,Heat,108,Suns,92,209
20160303,Suns,92,Heat,108,209
20160303,Mavericks,101,Kings,104,221
20160303,Kings,104,Mavericks,101,221
20160303,Pelicans,86,Spurs,94,207
20160303,Spurs,94,Pelicans,86,207
20160303,Warriors,121,Thunder,106,228
20160303,Thunder,106,Warriors,121,228
20160304,Bucks,116,Timberwolves,101,214
20160304,Timberwolves,101,Bucks,116,214
20160304,Cavaliers,108,Wizards,83,209
20160304,Wizards,83,Cavaliers,108,209
20160304,Celtics,105,Knicks,104,210
20160304,Knicks,104,Celtics,105,210
20160304,Grizzlies,94,Jazz,88,192
20160304,Jazz,88,Grizzlies,94,192
20160304,Hornets,108,Pacers,101,201.5
20160304,Pacers,101,Hornets,108,201.5
20160304,Lakers,77,Hawks,106,204
20160304,Hawks,106,Lakers,77,204
20160304,Magic,84,Suns,102,214.5
20160304,Suns,102,Magic,84,214.5
20160304,Nuggets,120,Nets,121,208.5
20160304,Nets,121,Nuggets,120,208.5
20160304,Raptors,117,Trailblazers,115,208.5
20160304,Trailblazers,115,Raptors,117,208.5
20160304,Seventysixers,102,Heat,112,209
20160304,Heat,112,Seventysixers,102,209
20160305,Bulls,108,Rockets,100,215.5
20160305,Rockets,100,Bulls,108,215.5
20160305,Cavaliers,120,Celtics,103,211.5
20160305,Celtics,103,Cavaliers,120,211.5
20160305,Clippers,97,Hawks,107,201
20160305,Hawks,107,Clippers,97,201
20160305,Knicks,102,Pistons,89,199.5
20160305,Pistons,89,Knicks,102,199.5
20160305,Pelicans,94,Jazz,106,198
20160305,Jazz,106,Pelicans,94,198
20160305,Spurs,104,Kings,94,210.5
20160305,Kings,94,Spurs,104,210.5
20160305,Timberwolves,132,Nets,118,212.5
20160305,Nets,118,Timberwolves,132,212.5
20160305,Wizards,99,Pacers,100,206.5
20160305,Pacers,100,Wizards,99,206.5
20160306,Bucks,96,Thunder,104,218
20160306,Thunder,104,Bucks,96,218
20160306,Grizzlies,100,Suns,109,206.5
20160306,Suns,109,Grizzlies,100,206.5
20160306,Heat,103,Seventysixers,98,210.5
20160306,Seventysixers,98,Heat,103,210.5
20160306,Lakers,112,Warriors,95,220.5
20160306,Warriors,95,Lakers,112,220.5
20160306,Nuggets,116,Mavericks,114,210.5
20160306,Mavericks,114,Nuggets,116,210.5
20160306,Pistons,123,Trailblazers,103,207
20160306,Trailblazers,103,Pistons,123,207
20160306,Raptors,107,Rockets,113,214
20160306,Rockets,113,Raptors,107,214
20160307,Bulls,100,Bucks,90,210.5
20160307,Bucks,90,Bulls,100,210.5
20160307,Cavaliers,103,Grizzlies,106,203
20160307,Grizzlies,106,Cavaliers,103,203
20160307,Hornets,108,Timberwolves,103,213.5
20160307,Timberwolves,103,Hornets,108,213.5
20160307,Mavericks,90,Clippers,109,210
20160307,Clippers,109,Mavericks,90,210
20160307,Pacers,99,Spurs,91,196
20160307,Spurs,91,Pacers,99,196
20160307,Pelicans,115,Kings,112,220
20160307,Kings,112,Pelicans,115,220
20160307,Warriors,119,Magic,113,225.5
20160307,Magic,113,Warriors,119,225.5
20160308,Jazz,84,Hawks,91,191.5
20160308,Hawks,91,Jazz,84,191.5
20160308,Lakers,107,Magic,98,212.5
20160308,Magic,98,Lakers,107,212.5
20160308,Nuggets,110,Knicks,94,205.5
20160308,Knicks,94,Nuggets,110,205.5
20160308,Raptors,104,Nets,99,208.5
20160308,Nets,99,Raptors,104,208.5
20160308,Timberwolves,91,Spurs,116,207
20160308,Spurs,116,Timberwolves,91,207
20160308,Trailblazers,116,Wizards,109,214
20160308,Wizards,109,Trailblazers,116,214
20160309,Bucks,114,Heat,108,200
20160309,Heat,108,Bucks,114,200
20160309,Celtics,116,Grizzlies,96,210
20160309,Grizzlies,96,Celtics,116,210
20160309,Hornets,122,Pelicans,113,209.5
20160309,Pelicans,113,Hornets,122,209.5
20160309,Kings,111,Cavaliers,120,218
20160309,Cavaliers,120,Kings,111,218
20160309,Mavericks,96,Pistons,102,205.5
20160309,Pistons,102,Mavericks,96,205.5
20160309,Seventysixers,104,Rockets,118,220.5
20160309,Rockets,118,Seventysixers,104,220.5
20160309,Suns,97,Knicks,128,207
20160309,Knicks,128,Suns,97,207
20160309,Thunder,120,Clippers,108,215.5
20160309,Clippers,108,Thunder,120,215.5
20160309,Warriors,115,Jazz,94,208
20160309,Jazz,94,Warriors,115,208
20160310,Lakers,108,Cavaliers,120,211
20160310,Cavaliers,120,Lakers,108,211
20160310,Nuggets,116,Suns,98,215
20160310,Suns,98,Nuggets,116,215
20160310,Raptors,104,Hawks,96,200.5
20160310,Hawks,96,Raptors,104,200.5
20160310,Spurs,109,Bulls,101,201.5
20160310,Bulls,101,Spurs,109,201.5
20160311,Bulls,96,Heat,118,201.5
20160311,Heat,118,Bulls,96,201.5
20160311,Celtics,98,Rockets,102,222
20160311,Rockets,102,Celtics,98,222
20160311,Clippers,101,Knicks,94,204
20160311,Knicks,94,Clippers,101,204
20160311,Grizzlies,121,Pelicans,114,204.5
20160311,Pelicans,114,Grizzlies,121,204.5
20160311,Hornets,118,Pistons,103,203
20160311,Pistons,103,Hornets,118,203
20160311,Jazz,114,Wizards,93,198.5
20160311,Wizards,93,Jazz,114,198.5
20160311,Kings,100,Magic,107,218
20160311,Magic,107,Kings,100,218
20160311,Seventysixers,95,Nets,89,210
20160311,Nets,89,Seventysixers,95,210
20160311,Thunder,96,Timberwolves,99,223.5
20160311,Timberwolves,99,Thunder,96,223.5
20160311,Warriors,128,Trailblazers,112,227.5
20160311,Trailblazers,112,Warriors,128,227.5
20160312,Bucks,103,Pelicans,92,210
20160312,Pelicans,92,Bucks,103,210
20160312,Hawks,95,Grizzlies,83,194
20160312,Grizzlies,83,Hawks,95,194
20160312,Hornets,125,Rockets,109,215.5
20160312,Rockets,109,Hornets,125,215.5
20160312,Mavericks,105,Pacers,112,204.5
20160312,Pacers,112,Mavericks,105,204.5
20160312,Nuggets,116,Wizards,100,213
20160312,Wizards,100,Nuggets,116,213
20160312,Raptors,112,Heat,104,202
20160312,Heat,104,Raptors,112,202
20160312,Seventysixers,111,Pistons,125,207
20160312,Pistons,125,Seventysixers,111,207
20160312,Spurs,93,Thunder,85,211
20160312,Thunder,85,Spurs,93,211
20160312,Trailblazers,121,Magic,84,215
20160312,Magic,84,Trailblazers,121,215
20160312,Warriors,123,Suns,116,227
20160312,Suns,116,Warriors,123,227
20160313,Clippers,90,Cavaliers,114,207.5
20160313,Cavaliers,114,Clippers,90,207.5
20160313,Hawks,104,Pacers,75,197.5
20160313,Pacers,75,Hawks,104,197.5
20160313,Kings,99,Jazz,108,207
20160313,Jazz,108,Kings,99,207
20160313,Lakers,87,Knicks,90,207
20160313,Knicks,90,Lakers,87,207
20160313,Nets,100,Bucks,109,208.5
20160313,Bucks,109,Nets,100,208.5
20160314,Heat,124,Nuggets,119,209
20160314,Nuggets,119,Heat,124,209
20160314,Hornets,96,Mavericks,107,209
20160314,Mavericks,107,Hornets,96,209
20160314,Jazz,94,Cavaliers,85,194
20160314,Cavaliers,85,Jazz,94,194
20160314,Raptors,107,Bulls,109,206
20160314,Bulls,109,Raptors,107,206
20160314,Rockets,130,Grizzlies,81,208.5
20160314,Grizzlies,81,Rockets,130,208.5
20160314,Suns,107,Timberwolves,104,220.5
20160314,Timberwolves,104,Suns,107,220.5
20160314,Thunder,128,Trailblazers,94,220.5
20160314,Trailblazers,94,Thunder,128,220.5
20160314,Warriors,125,Pelicans,107,230.5
20160314,Pelicans,107,Warriors,125,230.5
20160314,Wizards,124,Pistons,81,210
20160314,Pistons,81,Wizards,124,210
20160315,Bucks,89,Raptors,107,205.5
20160315,Raptors,107,Bucks,89,205.5
20160315,Lakers,98,Kings,106,218.5
20160315,Kings,106,Lakers,98,218.5
20160315,Magic,116,Nuggets,110,214.5
20160315,Nuggets,110,Magic,116,214.5
20160315,Nets,131,Seventysixers,114,212
20160315,Seventysixers,114,Nets,131,212
20160315,Pacers,103,Celtics,98,208.5
20160315,Celtics,98,Pacers,103,208.5
20160315,Spurs,108,Clippers,87,200.5
20160315,Clippers,87,Spurs,108,200.5
20160316,Cavaliers,99,Mavericks,98,206.5
20160316,Mavericks,98,Cavaliers,99,206.5
20160316,Celtics,109,Thunder,130,220.5
20160316,Thunder,130,Celtics,109,220.5
20160316,Grizzlies,108,Timberwolves,114,208
20160316,Timberwolves,114,Grizzlies,108,208
20160316,Hornets,107,Magic,99,211
20160316,Magic,99,Hornets,107,211
20160316,Kings,108,Pelicans,123,223.5
20160316,Pelicans,123,Kings,108,223.5
20160316,Pistons,114,Hawks,118,199.5
20160316,Hawks,118,Pistons,114,199.5
20160316,Rockets,106,Clippers,122,216
20160316,Clippers,122,Rockets,106,216
20160316,Warriors,121,Knicks,85,222
20160316,Knicks,85,Warriors,121,222
20160316,Wizards,117,Bulls,96,213
20160316,Bulls,96,Wizards,117,213
20160317,Bucks,96,Grizzlies,86,201
20160317,Grizzlies,86,Bucks,96,201
20160317,Bulls,118,Nets,102,213
20160317,Nets,102,Bulls,118,213
20160317,Hawks,116,Nuggets,98,210
20160317,Nuggets,98,Hawks,116,210
20160317,Heat,106,Hornets,109,209
20160317,Hornets,109,Heat,106,209
20160317,Jazz,103,Suns,69,198.5
20160317,Suns,69,Jazz,103,198.5
20160317,Pacers,94,Raptors,101,203
20160317,Raptors,101,Pacers,94,203
20160317,Seventysixers,94,Wizards,99,215
20160317,Wizards,99,Seventysixers,94,215
20160317,Spurs,118,Trailblazers,110,204.5
20160317,Trailblazers,110,Spurs,118,204.5
20160318,Lakers,90,Suns,95,213.5
20160318,Suns,95,Lakers,90,213.5
20160318,Magic,103,Cavaliers,109,211
20160318,Cavaliers,109,Magic,103,211
20160318,Mavericks,112,Warriors,130,226.5
20160318,Warriors,130,Mavericks,112,226.5
20160318,Pelicans,112,Trailblazers,117,219
20160318,Trailblazers,117,Pelicans,112,219
20160318,Pistons,115,Kings,108,218
20160318,Kings,108,Pistons,115,218
20160318,Raptors,105,Celtics,91,209
20160318,Celtics,91,Raptors,105,209
20160318,Rockets,116,Timberwolves,111,225
20160318,Timberwolves,111,Rockets,116,225
20160318,Seventysixers,97,Thunder,111,219.5
20160318,Thunder,111,Seventysixers,97,219.5
20160319,Bulls,92,Jazz,85,195
20160319,Jazz,85,Bulls,92,195
20160319,Grizzlies,113,Clippers,102,200
20160319,Clippers,102,Grizzlies,113,200
20160319,Hawks,109,Rockets,97,214
20160319,Rockets,97,Hawks,109,214
20160319,Heat,122,Cavaliers,101,207
20160319,Cavaliers,101,Heat,122,207
20160319,Hornets,93,Nuggets,101,215.5
20160319,Nuggets,101,Hornets,93,215.5
20160319,Pacers,111,Thunder,115,211
20160319,Thunder,115,Pacers,111,211
20160319,Pistons,115,Nets,103,211
20160319,Nets,103,Pistons,115,211
20160319,Spurs,87,Warriors,79,219
20160319,Warriors,79,Spurs,87,219
20160319,Wizards,99,Knicks,89,206.5
20160319,Knicks,89,Wizards,99,206.5
20160320,Bucks,85,Jazz,94,190.5
20160320,Jazz,94,Bucks,85,190.5
20160320,Knicks,80,Kings,88,212.5
20160320,Kings,88,Knicks,80,212.5
20160320,Mavericks,132,Trailblazers,120,215
20160320,Trailblazers,120,Mavericks,132,215
20160320,Pelicans,109,Clippers,105,211
20160320,Clippers,105,Pelicans,109,211
20160320,Raptors,105,Magic,100,209
20160320,Magic,100,Raptors,105,209
20160320,Seventysixers,105,Celtics,120,215
20160320,Celtics,120,Seventysixers,105,215
20160321,Bulls,109,Kings,102,218
20160321,Kings,102,Bulls,109,218
20160321,Cavaliers,124,Nuggets,91,213
20160321,Nuggets,91,Cavaliers,124,213
20160321,Celtics,107,Magic,96,215.5
20160321,Magic,96,Celtics,107,215.5
20160321,Hawks,102,Wizards,117,207.5
20160321,Wizards,117,Hawks,102,207.5
20160321,Hornets,91,Spurs,88,196
20160321,Spurs,88,Hornets,91,196
20160321,Pacers,91,Seventysixers,75,208.5
20160321,Seventysixers,75,Pacers,91,208.5
20160321,Pistons,92,Bucks,91,205.5
20160321,Bucks,91,Pistons,92,205.5
20160321,Suns,97,Grizzlies,103,204.5
20160321,Grizzlies,103,Suns,97,204.5
20160321,Timberwolves,104,Warriors,109,232
20160321,Warriors,109,Timberwolves,104,232
20160322,Lakers,107,Grizzlies,100,202
20160322,Grizzlies,100,Lakers,107,202
20160322,Nets,100,Hornets,105,207.5
20160322,Hornets,105,Nets,100,207.5
20160322,Pelicans,99,Heat,113,209
20160322,Heat,113,Pelicans,99,209
20160322,Thunder,111,Rockets,107,224
20160322,Rockets,107,Thunder,111,224
20160323,Bulls,107,Knicks,115,203.5
20160323,Knicks,115,Bulls,107,203.5
20160323,Cavaliers,113,Bucks,104,208
20160323,Bucks,104,Cavaliers,113,208
20160323,Celtics,91,Raptors,79,206.5
20160323,Raptors,79,Celtics,91,206.5
20160323,Nuggets,104,Seventysixers,103,213
20160323,Seventysixers,103,Nuggets,104,213
20160323,Pistons,118,Magic,102,208
20160323,Magic,102,Pistons,118,208
20160323,Rockets,87,Jazz,89,200
20160323,Jazz,89,Rockets,87,200
20160323,Spurs,112,Heat,88,197
20160323,Heat,88,Spurs,112,197
20160323,Suns,119,Lakers,107,212
20160323,Lakers,107,Suns,119,212
20160323,Timberwolves,113,Kings,104,222
20160323,Kings,104,Timberwolves,113,222
20160323,Trailblazers,109,Mavericks,103,212.5
20160323,Mavericks,103,Trailblazers,109,212.5
20160323,Warriors,114,Clippers,98,223.5
20160323,Clippers,98,Warriors,114,223.5
20160323,Wizards,101,Hawks,122,209
20160323,Hawks,122,Wizards,101,209
20160324,Clippers,96,Trailblazers,94,213.5
20160324,Trailblazers,94,Clippers,96,213.5
20160324,Knicks,106,Bulls,94,203
20160324,Bulls,94,Knicks,106,203
20160324,Nets,104,Cavaliers,95,208.5
20160324,Cavaliers,95,Nets,104,208.5
20160324,Pacers,92,Pelicans,84,204
20160324,Pelicans,84,Pacers,92,204
20160324,Thunder,113,Jazz,91,199
20160324,Jazz,91,Thunder,113,199
20160325,Hawks,101,Bucks,90,201.5
20160325,Bucks,90,Hawks,101,201.5
20160325,Heat,108,Magic,97,208
20160325,Magic,97,Heat,108,208
20160325,Kings,116,Suns,94,222
20160325,Suns,94,Kings,116,222
20160325,Lakers,105,Nuggets,116,214.5
20160325,Nuggets,116,Lakers,105,214.5
20160325,Pistons,112,Hornets,105,206
20160325,Hornets,105,Pistons,112,206
20160325,Rockets,112,Raptors,109,211.5
20160325,Raptors,109,Rockets,112,211.5
20160325,Spurs,110,Grizzlies,104,192.5
20160325,Grizzlies,104,Spurs,110,192.5
20160325,Warriors,128,Mavericks,120,223.5
20160325,Mavericks,120,Warriors,128,223.5
20160325,Wizards,129,Timberwolves,132,218.5
20160325,Timberwolves,132,Wizards,129,218.5
20160326,Bucks,91,Hornets,115,203
20160326,Hornets,115,Bucks,91,203
20160326,Knicks,93,Cavaliers,107,202
20160326,Cavaliers,107,Knicks,93,202
20160326,Magic,111,Bulls,89,208.5
20160326,Bulls,89,Magic,111,208.5
20160326,Nets,120,Pacers,110,204
20160326,Pacers,110,Nets,120,204
20160326,Pelicans,91,Raptors,115,201.5
20160326,Raptors,115,Pelicans,91,201.5
20160326,Pistons,95,Hawks,112,206.5
20160326,Hawks,112,Pistons,95,206.5
20160326,Suns,99,Celtics,102,215.5
20160326,Celtics,102,Suns,99,215.5
20160326,Thunder,111,Spurs,92,206
20160326,Spurs,92,Thunder,111,206
20160326,Timberwolves,84,Jazz,93,195.5
20160326,Jazz,93,Timberwolves,84,195.5
20160326,Trailblazers,108,Seventysixers,105,217
20160326,Seventysixers,105,Trailblazers,108,217
20160327,Clippers,105,Nuggets,90,210
20160327,Nuggets,90,Clippers,105,210
20160327,Kings,133,Mavericks,111,217.5
20160327,Mavericks,111,Kings,133,217.5
20160327,Lakers,88,Wizards,101,212.5
20160327,Wizards,101,Lakers,88,212.5
20160327,Pacers,104,Rockets,101,210
20160327,Rockets,101,Pacers,104,210
20160327,Warriors,117,Seventysixers,105,225
20160327,Seventysixers,105,Warriors,117,225
20160328,Bulls,100,Hawks,102,205.5
20160328,Hawks,102,Bulls,100,205.5
20160328,Clippers,114,Celtics,90,209
20160328,Celtics,90,Clippers,114,209
20160328,Grizzlies,87,Spurs,101,191.5
20160328,Spurs,101,Grizzlies,87,191.5
20160328,Heat,110,Nets,99,212
20160328,Nets,99,Heat,110,212
20160328,Jazz,123,Lakers,75,191
20160328,Lakers,75,Jazz,123,191
20160328,Nuggets,88,Mavericks,97,211.5
20160328,Mavericks,97,Nuggets,88,211.5
20160328,Pelicans,99,Knicks,91,202
20160328,Knicks,91,Pelicans,99,202
20160328,Raptors,100,Thunder,119,211
20160328,Thunder,119,Raptors,100,211
20160328,Timberwolves,121,Suns,116,218.5
20160328,Suns,116,Timberwolves,121,218.5
20160328,Trailblazers,105,Kings,93,220
20160328,Kings,93,Trailblazers,105,220
20160329,Cavaliers,100,Rockets,106,212
20160329,Rockets,106,Cavaliers,100,212
20160329,Magic,139,Nets,105,213
20160329,Nets,105,Magic,139,213
20160329,Pacers,96,Bulls,98,202
20160329,Bulls,98,Pacers,96,202
20160329,Pistons,88,Thunder,82,212.5
20160329,Thunder,82,Pistons,88,212.5
20160329,Seventysixers,85,Hornets,100,209
20160329,Hornets,100,Seventysixers,85,209
20160329,Warriors,102,Wizards,94,226.5
20160329,Wizards,94,Warriors,102,226.5
20160330,Bucks,105,Suns,94,210.5
20160330,Suns,94,Bucks,105,210.5
20160330,Grizzlies,105,Nuggets,109,204
